A_orbit,B_orbit,A_stab_type,B_stab_type,total_pairs,output_both_live,output_not_both_live,output_orbit_ids,output_counts
133,133,Z2xZ2,Z2xZ2,54,54,0,[133],{133: 54}
133,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
133,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
133,139,Z2xZ2,Z2xZ2,54,54,0,[139],{139: 54}
133,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
133,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
133,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
133,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
133,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
133,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
133,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
133,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
133,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,0,Z2xZ2,(Z2)^3,0,0,0,[],{}
137,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,2,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,4,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,30,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,50,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,52,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,54,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,125,Z2xZ2,Z2xZ2,54,54,0,[125],{125: 54}
137,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,131,Z2xZ2,Z2xZ2,54,54,0,[137],{137: 54}
137,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,137,Z2xZ2,Z2xZ2,54,54,0,[131],{131: 54}
137,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
137,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,0,Z2xZ2,(Z2)^3,0,0,0,[],{}
138,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,2,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,4,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,30,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,50,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,52,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,54,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,127,Z2xZ2,Z2xZ2,54,54,0,[126],{126: 54}
138,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,133,Z2xZ2,Z2xZ2,54,54,0,[138],{138: 54}
138,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,139,Z2xZ2,Z2xZ2,54,54,0,[132],{132: 54}
138,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
138,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,0,Z2xZ2,(Z2)^3,0,0,0,[],{}
139,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,2,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,4,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,30,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,50,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,52,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,54,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,126,Z2xZ2,Z2xZ2,54,54,0,[127],{127: 54}
139,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,132,Z2xZ2,Z2xZ2,54,54,0,[139],{139: 54}
139,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,138,Z2xZ2,Z2xZ2,54,54,0,[133],{133: 54}
139,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
139,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,0,Z2xZ2,(Z2)^3,54,54,0,[980],{980: 54}
980,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,2,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,4,Z2xZ2,Z2xZ2,108,108,0,[986],{986: 108}
980,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,30,Z2xZ2,Z2xZ2,108,108,0,[1025],{1025: 108}
980,50,Z2xZ2,Z2xZ2,108,108,0,"[1055, 1130]","{1055: 54, 1130: 54}"
980,52,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,54,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
980,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,0,Z2xZ2,(Z2)^3,0,0,0,[],{}
982,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,2,Z2xZ2,Z2xZ2,54,54,0,[982],{982: 54}
982,4,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,30,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,50,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,52,Z2xZ2,Z2xZ2,54,54,0,[1057],{1057: 54}
982,54,Z2xZ2,Z2xZ2,54,54,0,[1132],{1132: 54}
982,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
982,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,0,Z2xZ2,(Z2)^3,0,0,0,[],{}
984,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,2,Z2xZ2,Z2xZ2,54,54,0,[984],{984: 54}
984,4,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,30,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,50,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,52,Z2xZ2,Z2xZ2,54,54,0,[1134],{1134: 54}
984,54,Z2xZ2,Z2xZ2,54,54,0,[1059],{1059: 54}
984,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
984,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,0,Z2xZ2,(Z2)^3,0,0,0,[],{}
1055,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,2,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,4,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,30,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,50,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,52,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,54,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,980,Z2xZ2,Z2xZ2,54,54,0,[980],{980: 54}
1055,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,1055,Z2xZ2,Z2xZ2,54,54,0,[1055],{1055: 54}
1055,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,1130,Z2xZ2,Z2xZ2,54,54,0,[1130],{1130: 54}
1055,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1055,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,0,Z2xZ2,(Z2)^3,0,0,0,[],{}
1057,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,2,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,4,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,30,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,50,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,52,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,54,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,982,Z2xZ2,Z2xZ2,54,54,0,[982],{982: 54}
1057,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,1057,Z2xZ2,Z2xZ2,54,54,0,[1057],{1057: 54}
1057,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
1057,1132,Z2xZ2,Z2xZ2,54,54,0,[1132],{1132: 54}
1057,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,0,Z2xZ2,(Z2)^3,0,0,0,[],{}
1059,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,2,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,4,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,30,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,50,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,52,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,54,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,984,Z2xZ2,Z2xZ2,54,54,0,[984],{984: 54}
1059,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,1059,Z2xZ2,Z2xZ2,54,54,0,[1059],{1059: 54}
1059,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1059,1134,Z2xZ2,Z2xZ2,54,54,0,[1134],{1134: 54}
1130,0,Z2xZ2,(Z2)^3,0,0,0,[],{}
1130,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,2,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,4,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,30,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,50,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,52,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,54,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,980,Z2xZ2,Z2xZ2,54,54,0,[980],{980: 54}
1130,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,1055,Z2xZ2,Z2xZ2,54,54,0,[1130],{1130: 54}
1130,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,1130,Z2xZ2,Z2xZ2,54,54,0,[1055],{1055: 54}
1130,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1130,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,0,Z2xZ2,(Z2)^3,0,0,0,[],{}
1132,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,2,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,4,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,30,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,50,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,52,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,54,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,982,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,984,Z2xZ2,Z2xZ2,54,54,0,[982],{982: 54}
1132,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,1057,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,1059,Z2xZ2,Z2xZ2,54,54,0,[1132],{1132: 54}
1132,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,1132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1132,1134,Z2xZ2,Z2xZ2,54,54,0,[1057],{1057: 54}
1134,0,Z2xZ2,(Z2)^3,0,0,0,[],{}
1134,1,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,2,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,4,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,5,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,6,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,30,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,50,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,52,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,54,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,125,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,126,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,127,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,131,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,132,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,133,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,137,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,138,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,139,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,980,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,982,Z2xZ2,Z2xZ2,54,54,0,[984],{984: 54}
1134,984,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,1055,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,1057,Z2xZ2,Z2xZ2,54,54,0,[1134],{1134: 54}
1134,1059,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,1130,Z2xZ2,Z2xZ2,0,0,0,[],{}
1134,1132,Z2xZ2,Z2xZ2,54,54,0,[1059],{1059: 54}
1134,1134,Z2xZ2,Z2xZ2,0,0,0,[],{}
