R,partition_type,ordered_assignments,symmetry_assignment_orbits,within_fiber_pairs,spreading_deficit_to_27,zero_fibers,max_group_size,no_spreading_filter_pass,exact3_tiling_candidate,exact3_tiling_surviving_assignment_orbits,example_surviving_assignment,example_shape_witness,provenance
23,"(13,5,3,2,0,0,0,0,0)",3024,84,92,0,5,13,True,False,0,,,EXACT_DERIVED
23,"(13,5,4,1,0,0,0,0,0)",3024,84,94,0,5,13,True,False,0,,,EXACT_DERIVED
23,"(13,5,5,0,0,0,0,0,0)",252,10,98,0,6,13,True,False,0,,,EXACT_DERIVED
23,"(13,6,1,1,1,1,0,0,0)",2520,73,93,0,3,13,True,False,0,,,EXACT_DERIVED
23,"(13,6,2,1,1,0,0,0,0)",7560,213,94,0,4,13,True,False,0,,,EXACT_DERIVED
23,"(13,6,2,2,0,0,0,0,0)",1512,45,95,0,5,13,True,False,0,,,EXACT_DERIVED
23,"(13,6,3,1,0,0,0,0,0)",3024,84,96,0,5,13,True,False,0,,,EXACT_DERIVED
23,"(13,6,4,0,0,0,0,0,0)",504,15,99,0,6,13,True,False,0,,,EXACT_DERIVED
23,"(13,7,1,1,1,0,0,0,0)",2520,73,99,0,4,13,True,False,0,,,EXACT_DERIVED
23,"(13,7,2,1,0,0,0,0,0)",3024,84,100,0,5,13,True,False,0,,,EXACT_DERIVED
23,"(13,7,3,0,0,0,0,0,0)",504,15,102,0,6,13,True,False,0,,,EXACT_DERIVED
23,"(13,8,1,1,0,0,0,0,0)",1512,45,106,0,5,13,True,False,0,,,EXACT_DERIVED
23,"(13,8,2,0,0,0,0,0,0)",504,15,107,0,6,13,True,False,0,,,EXACT_DERIVED
23,"(13,9,1,0,0,0,0,0,0)",504,15,114,0,6,13,True,False,0,,,EXACT_DERIVED
23,"(14,2,1,1,1,1,1,1,1)",72,3,92,0,0,14,True,False,0,,,EXACT_DERIVED
23,"(14,2,2,1,1,1,1,1,0)",1512,45,93,0,1,14,True,False,0,,,EXACT_DERIVED
23,"(14,2,2,2,1,1,1,0,0)",5040,146,94,0,2,14,True,False,0,,,EXACT_DERIVED
23,"(14,2,2,2,2,1,0,0,0)",2520,73,95,0,3,14,True,False,0,,,EXACT_DERIVED
23,"(14,3,1,1,1,1,1,1,0)",504,15,94,0,1,14,True,False,0,,,EXACT_DERIVED
23,"(14,3,2,1,1,1,1,0,0)",7560,213,95,0,2,14,True,False,0,,,EXACT_DERIVED
23,"(14,3,2,2,1,1,0,0,0)",15120,426,96,0,3,14,True,False,0,,,EXACT_DERIVED
23,"(14,3,2,2,2,0,0,0,0)",2520,73,97,0,4,14,True,False,0,,,EXACT_DERIVED
23,"(14,3,3,1,1,1,0,0,0)",5040,146,97,0,3,14,True,False,0,,,EXACT_DERIVED
23,"(14,3,3,2,1,0,0,0,0)",7560,213,98,0,4,14,True,False,0,,,EXACT_DERIVED
23,"(14,3,3,3,0,0,0,0,0)",504,17,100,0,5,14,True,False,0,,,EXACT_DERIVED
23,"(14,4,1,1,1,1,1,0,0)",1512,45,97,0,2,14,True,False,0,,,EXACT_DERIVED
23,"(14,4,2,1,1,1,0,0,0)",10080,280,98,0,3,14,True,False,0,,,EXACT_DERIVED
23,"(14,4,2,2,1,0,0,0,0)",7560,213,99,0,4,14,True,False,0,,,EXACT_DERIVED
23,"(14,4,3,1,1,0,0,0,0)",7560,213,100,0,4,14,True,False,0,,,EXACT_DERIVED
23,"(14,4,3,2,0,0,0,0,0)",3024,84,101,0,5,14,True,False,0,,,EXACT_DERIVED
23,"(14,4,4,1,0,0,0,0,0)",1512,45,103,0,5,14,True,False,0,,,EXACT_DERIVED
23,"(14,5,1,1,1,1,0,0,0)",2520,73,101,0,3,14,True,False,0,,,EXACT_DERIVED
23,"(14,5,2,1,1,0,0,0,0)",7560,213,102,0,4,14,True,False,0,,,EXACT_DERIVED
23,"(14,5,2,2,0,0,0,0,0)",1512,45,103,0,5,14,True,False,0,,,EXACT_DERIVED
23,"(14,5,3,1,0,0,0,0,0)",3024,84,104,0,5,14,True,False,0,,,EXACT_DERIVED
23,"(14,5,4,0,0,0,0,0,0)",504,15,107,0,6,14,True,False,0,,,EXACT_DERIVED
23,"(14,6,1,1,1,0,0,0,0)",2520,73,106,0,4,14,True,False,0,,,EXACT_DERIVED
23,"(14,6,2,1,0,0,0,0,0)",3024,84,107,0,5,14,True,False,0,,,EXACT_DERIVED
23,"(14,6,3,0,0,0,0,0,0)",504,15,109,0,6,14,True,False,0,,,EXACT_DERIVED
23,"(14,7,1,1,0,0,0,0,0)",1512,45,112,0,5,14,True,False,0,,,EXACT_DERIVED
23,"(14,7,2,0,0,0,0,0,0)",504,15,113,0,6,14,True,False,0,,,EXACT_DERIVED
23,"(14,8,1,0,0,0,0,0,0)",504,15,119,0,6,14,True,False,0,,,EXACT_DERIVED
23,"(14,9,0,0,0,0,0,0,0)",72,3,127,0,7,14,True,False,0,,,EXACT_DERIVED
23,"(15,1,1,1,1,1,1,1,1)",9,1,105,0,0,15,True,False,0,,,EXACT_DERIVED
23,"(15,2,1,1,1,1,1,1,0)",504,15,106,0,1,15,True,False,0,,,EXACT_DERIVED
23,"(15,2,2,1,1,1,1,0,0)",3780,114,107,0,2,15,True,False,0,,,EXACT_DERIVED
23,"(15,2,2,2,1,1,0,0,0)",5040,146,108,0,3,15,True,False,0,,,EXACT_DERIVED
23,"(15,2,2,2,2,0,0,0,0)",630,22,109,0,4,15,True,False,0,,,EXACT_DERIVED
23,"(15,3,1,1,1,1,1,0,0)",1512,45,108,0,2,15,True,False,0,,,EXACT_DERIVED
23,"(15,3,2,1,1,1,0,0,0)",10080,280,109,0,3,15,True,False,0,,,EXACT_DERIVED
23,"(15,3,2,2,1,0,0,0,0)",7560,213,110,0,4,15,True,False,0,,,EXACT_DERIVED
23,"(15,3,3,1,1,0,0,0,0)",3780,114,111,0,4,15,True,False,0,,,EXACT_DERIVED
23,"(15,3,3,2,0,0,0,0,0)",1512,45,112,0,5,15,True,False,0,,,EXACT_DERIVED
23,"(15,4,1,1,1,1,0,0,0)",2520,73,111,0,3,15,True,False,0,,,EXACT_DERIVED
23,"(15,4,2,1,1,0,0,0,0)",7560,213,112,0,4,15,True,False,0,,,EXACT_DERIVED
23,"(15,4,2,2,0,0,0,0,0)",1512,45,113,0,5,15,True,False,0,,,EXACT_DERIVED
23,"(15,4,3,1,0,0,0,0,0)",3024,84,114,0,5,15,True,False,0,,,EXACT_DERIVED
23,"(15,4,4,0,0,0,0,0,0)",252,10,117,0,6,15,True,False,0,,,EXACT_DERIVED
23,"(15,5,1,1,1,0,0,0,0)",2520,73,115,0,4,15,True,False,0,,,EXACT_DERIVED
23,"(15,5,2,1,0,0,0,0,0)",3024,84,116,0,5,15,True,False,0,,,EXACT_DERIVED
23,"(15,5,3,0,0,0,0,0,0)",504,15,118,0,6,15,True,False,0,,,EXACT_DERIVED
23,"(15,6,1,1,0,0,0,0,0)",1512,45,120,0,5,15,True,False,0,,,EXACT_DERIVED
23,"(15,6,2,0,0,0,0,0,0)",504,15,121,0,6,15,True,False,0,,,EXACT_DERIVED
23,"(15,7,1,0,0,0,0,0,0)",504,15,126,0,6,15,True,False,0,,,EXACT_DERIVED
23,"(15,8,0,0,0,0,0,0,0)",72,3,133,0,7,15,True,False,0,,,EXACT_DERIVED
23,"(16,1,1,1,1,1,1,1,0)",72,3,120,0,1,16,True,False,0,,,EXACT_DERIVED
23,"(16,2,1,1,1,1,1,0,0)",1512,45,121,0,2,16,True,False,0,,,EXACT_DERIVED
23,"(16,2,2,1,1,1,0,0,0)",5040,146,122,0,3,16,True,False,0,,,EXACT_DERIVED
23,"(16,2,2,2,1,0,0,0,0)",2520,73,123,0,4,16,True,False,0,,,EXACT_DERIVED
23,"(16,3,1,1,1,1,0,0,0)",2520,73,123,0,3,16,True,False,0,,,EXACT_DERIVED
23,"(16,3,2,1,1,0,0,0,0)",7560,213,124,0,4,16,True,False,0,,,EXACT_DERIVED
23,"(16,3,2,2,0,0,0,0,0)",1512,45,125,0,5,16,True,False,0,,,EXACT_DERIVED
23,"(16,3,3,1,0,0,0,0,0)",1512,45,126,0,5,16,True,False,0,,,EXACT_DERIVED
23,"(16,4,1,1,1,0,0,0,0)",2520,73,126,0,4,16,True,False,0,,,EXACT_DERIVED
23,"(16,4,2,1,0,0,0,0,0)",3024,84,127,0,5,16,True,False,0,,,EXACT_DERIVED
23,"(16,4,3,0,0,0,0,0,0)",504,15,129,0,6,16,True,False,0,,,EXACT_DERIVED
23,"(16,5,1,1,0,0,0,0,0)",1512,45,130,0,5,16,True,False,0,,,EXACT_DERIVED
23,"(16,5,2,0,0,0,0,0,0)",504,15,131,0,6,16,True,False,0,,,EXACT_DERIVED
23,"(16,6,1,0,0,0,0,0,0)",504,15,135,0,6,16,True,False,0,,,EXACT_DERIVED
23,"(16,7,0,0,0,0,0,0,0)",72,3,141,0,7,16,True,False,0,,,EXACT_DERIVED
23,"(17,1,1,1,1,1,1,0,0)",252,10,136,0,2,17,True,False,0,,,EXACT_DERIVED
23,"(17,2,1,1,1,1,0,0,0)",2520,73,137,0,3,17,True,False,0,,,EXACT_DERIVED
23,"(17,2,2,1,1,0,0,0,0)",3780,114,138,0,4,17,True,False,0,,,EXACT_DERIVED
23,"(17,2,2,2,0,0,0,0,0)",504,17,139,0,5,17,True,False,0,,,EXACT_DERIVED
23,"(17,3,1,1,1,0,0,0,0)",2520,73,139,0,4,17,True,False,0,,,EXACT_DERIVED
23,"(17,3,2,1,0,0,0,0,0)",3024,84,140,0,5,17,True,False,0,,,EXACT_DERIVED
23,"(17,3,3,0,0,0,0,0,0)",252,10,142,0,6,17,True,False,0,,,EXACT_DERIVED
23,"(17,4,1,1,0,0,0,0,0)",1512,45,142,0,5,17,True,False,0,,,EXACT_DERIVED
23,"(17,4,2,0,0,0,0,0,0)",504,15,143,0,6,17,True,False,0,,,EXACT_DERIVED
23,"(17,5,1,0,0,0,0,0,0)",504,15,146,0,6,17,True,False,0,,,EXACT_DERIVED
23,"(17,6,0,0,0,0,0,0,0)",72,3,151,0,7,17,True,False,0,,,EXACT_DERIVED
23,"(18,1,1,1,1,1,0,0,0)",504,17,153,0,3,18,True,False,0,,,EXACT_DERIVED
23,"(18,2,1,1,1,0,0,0,0)",2520,73,154,0,4,18,True,False,0,,,EXACT_DERIVED
23,"(18,2,2,1,0,0,0,0,0)",1512,45,155,0,5,18,True,False,0,,,EXACT_DERIVED
23,"(18,3,1,1,0,0,0,0,0)",1512,45,156,0,5,18,True,False,0,,,EXACT_DERIVED
23,"(18,3,2,0,0,0,0,0,0)",504,15,157,0,6,18,True,False,0,,,EXACT_DERIVED
23,"(18,4,1,0,0,0,0,0,0)",504,15,159,0,6,18,True,False,0,,,EXACT_DERIVED
23,"(18,5,0,0,0,0,0,0,0)",72,3,163,0,7,18,True,False,0,,,EXACT_DERIVED
23,"(19,1,1,1,1,0,0,0,0)",630,22,171,0,4,19,True,False,0,,,EXACT_DERIVED
23,"(19,2,1,1,0,0,0,0,0)",1512,45,172,0,5,19,True,False,0,,,EXACT_DERIVED
23,"(19,2,2,0,0,0,0,0,0)",252,10,173,0,6,19,True,False,0,,,EXACT_DERIVED
23,"(19,3,1,0,0,0,0,0,0)",504,15,174,0,6,19,True,False,0,,,EXACT_DERIVED
23,"(19,4,0,0,0,0,0,0,0)",72,3,177,0,7,19,True,False,0,,,EXACT_DERIVED
23,"(20,1,1,1,0,0,0,0,0)",504,17,190,0,5,20,True,False,0,,,EXACT_DERIVED
23,"(20,2,1,0,0,0,0,0,0)",504,15,191,0,6,20,True,False,0,,,EXACT_DERIVED
23,"(20,3,0,0,0,0,0,0,0)",72,3,193,0,7,20,True,False,0,,,EXACT_DERIVED
23,"(21,1,1,0,0,0,0,0,0)",252,10,210,0,6,21,True,False,0,,,EXACT_DERIVED
23,"(21,2,0,0,0,0,0,0,0)",72,3,211,0,7,21,True,False,0,,,EXACT_DERIVED
23,"(22,1,0,0,0,0,0,0,0)",72,3,231,0,7,22,True,False,0,,,EXACT_DERIVED
23,"(23,0,0,0,0,0,0,0,0)",9,1,253,0,8,23,True,False,0,,,EXACT_DERIVED
23,"(3,3,3,3,3,2,2,2,2)",126,7,19,8,0,3,False,True,7,"(3,3,3,3,3,2,2,2,2)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 1x1:3 | f[1,1]/3: 1x1:3 | f[1,2]/2: 1x1:2 | f[2,0]/2: 1x1:2 | f[2,1]/2: 1x1:1; 1x2:1 | f[2,2]/2: 1x3:1; 2x1:1",EXACT_DERIVED
23,"(3,3,3,3,3,3,2,2,1)",252,10,20,7,0,3,False,True,10,"(3,3,3,3,3,3,2,2,1)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 1x1:3 | f[1,1]/3: 1x1:3 | f[1,2]/3: 1x1:3 | f[2,0]/2: 1x1:2 | f[2,1]/2: 1x2:2 | f[2,2]/1: 1x3:1",EXACT_DERIVED
23,"(3,3,3,3,3,3,3,1,1)",36,3,21,6,0,3,False,True,3,"(3,3,3,3,3,3,3,1,1)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 1x1:3 | f[1,1]/3: 1x1:3 | f[1,2]/3: 1x1:3 | f[2,0]/3: 1x1:1; 1x2:2 | f[2,1]/1: 1x2:1 | f[2,2]/1: 1x2:1",EXACT_DERIVED
23,"(3,3,3,3,3,3,3,2,0)",72,3,22,5,1,3,False,True,3,"(3,3,3,3,3,3,3,2,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 1x1:3 | f[1,1]/3: 1x1:3 | f[1,2]/3: 1x1:3 | f[2,0]/3: 1x1:1; 1x2:2 | f[2,1]/2: 1x2:2",EXACT_DERIVED
23,"(4,3,3,3,2,2,2,2,2)",504,17,20,7,0,4,False,False,0,,,EXACT_DERIVED
23,"(4,3,3,3,3,2,2,2,1)",2520,73,21,6,0,4,False,False,0,,,EXACT_DERIVED
23,"(4,3,3,3,3,3,2,1,1)",1512,45,22,5,0,4,False,False,0,,,EXACT_DERIVED
23,"(4,3,3,3,3,3,2,2,0)",1512,45,23,4,1,4,False,False,0,,,EXACT_DERIVED
23,"(4,3,3,3,3,3,3,1,0)",504,15,24,3,1,4,False,False,0,,,EXACT_DERIVED
23,"(4,4,3,2,2,2,2,2,2)",252,10,21,6,0,4,False,False,0,,,EXACT_DERIVED
23,"(4,4,3,3,2,2,2,2,1)",3780,114,22,5,0,4,False,False,0,,,EXACT_DERIVED
23,"(4,4,3,3,3,2,2,1,1)",7560,226,23,4,0,4,False,False,0,,,EXACT_DERIVED
23,"(4,4,3,3,3,2,2,2,0)",5040,146,24,3,1,4,False,False,0,,,EXACT_DERIVED
23,"(4,4,3,3,3,3,1,1,1)",1260,43,24,3,0,4,False,False,0,,,EXACT_DERIVED
23,"(4,4,3,3,3,3,2,1,0)",7560,213,25,2,1,4,False,False,0,,,EXACT_DERIVED
23,"(4,4,3,3,3,3,3,0,0)",756,28,27,0,2,4,True,False,0,,,EXACT_DERIVED
23,"(4,4,4,2,2,2,2,2,1)",504,17,23,4,0,4,False,False,0,,,EXACT_DERIVED
23,"(4,4,4,3,2,2,2,1,1)",5040,146,24,3,0,4,False,False,0,,,EXACT_DERIVED
23,"(4,4,4,3,2,2,2,2,0)",2520,73,25,2,1,4,False,False,0,,,EXACT_DERIVED
23,"(4,4,4,3,3,2,1,1,1)",5040,146,25,2,0,4,False,False,0,,,EXACT_DERIVED
23,"(4,4,4,3,3,2,2,1,0)",15120,426,26,1,1,4,False,False,0,,,EXACT_DERIVED
23,"(4,4,4,3,3,3,1,1,0)",5040,146,27,0,1,4,True,False,0,,,EXACT_DERIVED
23,"(4,4,4,3,3,3,2,0,0)",5040,146,28,0,2,4,True,False,0,,,EXACT_DERIVED
23,"(4,4,4,4,2,2,1,1,1)",1260,43,26,1,0,4,False,False,0,,,EXACT_DERIVED
23,"(4,4,4,4,2,2,2,1,0)",2520,73,27,0,1,4,True,False,0,,,EXACT_DERIVED
23,"(4,4,4,4,3,1,1,1,1)",630,22,27,0,0,4,True,False,0,,,EXACT_DERIVED
23,"(4,4,4,4,3,2,1,1,0)",7560,213,28,0,1,4,True,False,0,,,EXACT_DERIVED
23,"(4,4,4,4,3,2,2,0,0)",3780,114,29,0,2,4,True,False,0,,,EXACT_DERIVED
23,"(4,4,4,4,3,3,1,0,0)",3780,114,30,0,2,4,True,False,0,,,EXACT_DERIVED
23,"(4,4,4,4,4,1,1,1,0)",504,17,30,0,1,4,True,False,0,,,EXACT_DERIVED
23,"(4,4,4,4,4,2,1,0,0)",1512,45,31,0,2,4,True,False,0,,,EXACT_DERIVED
23,"(4,4,4,4,4,3,0,0,0)",504,17,33,0,3,4,True,False,0,,,EXACT_DERIVED
23,"(5,3,3,2,2,2,2,2,2)",252,10,22,5,0,5,False,False,0,,,EXACT_DERIVED
23,"(5,3,3,3,2,2,2,2,1)",2520,73,23,4,0,5,False,False,0,,,EXACT_DERIVED
23,"(5,3,3,3,3,2,2,1,1)",3780,114,24,3,0,5,False,False,0,,,EXACT_DERIVED
23,"(5,3,3,3,3,2,2,2,0)",2520,73,25,2,1,5,False,False,0,,,EXACT_DERIVED
23,"(5,3,3,3,3,3,1,1,1)",504,17,25,2,0,5,False,False,0,,,EXACT_DERIVED
23,"(5,3,3,3,3,3,2,1,0)",3024,84,26,1,1,5,False,False,0,,,EXACT_DERIVED
23,"(5,3,3,3,3,3,3,0,0)",252,10,28,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,2,2,2,2,2,2,2)",72,3,23,4,0,5,False,False,0,,,EXACT_DERIVED
23,"(5,4,3,2,2,2,2,2,1)",3024,84,24,3,0,5,False,False,0,,,EXACT_DERIVED
23,"(5,4,3,3,2,2,2,1,1)",15120,426,25,2,0,5,False,False,0,,,EXACT_DERIVED
23,"(5,4,3,3,2,2,2,2,0)",7560,213,26,1,1,5,False,False,0,,,EXACT_DERIVED
23,"(5,4,3,3,3,2,1,1,1)",10080,280,26,1,0,5,False,False,0,,,EXACT_DERIVED
23,"(5,4,3,3,3,2,2,1,0)",30240,840,27,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,3,3,3,3,1,1,0)",7560,213,28,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,3,3,3,3,2,0,0)",7560,213,29,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,4,2,2,2,2,1,1)",3780,114,26,1,0,5,False,False,0,,,EXACT_DERIVED
23,"(5,4,4,2,2,2,2,2,0)",1512,45,27,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,4,3,2,2,1,1,1)",15120,426,27,0,0,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,4,3,2,2,2,1,0)",30240,840,28,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,4,3,3,1,1,1,1)",3780,114,28,0,0,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,4,3,3,2,1,1,0)",45360,1266,29,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,4,3,3,2,2,0,0)",22680,648,30,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,4,3,3,3,1,0,0)",15120,426,31,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,4,4,2,1,1,1,1)",2520,73,29,0,0,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,4,4,2,2,1,1,0)",15120,426,30,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,4,4,2,2,2,0,0)",5040,146,31,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,4,4,3,1,1,1,0)",10080,280,31,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,4,4,3,2,1,0,0)",30240,840,32,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,4,4,3,3,0,0,0)",5040,146,34,0,3,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,4,4,4,1,1,0,0)",3780,114,34,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,4,4,4,4,2,0,0,0)",2520,73,35,0,3,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,2,2,2,2,2,2,1)",252,10,26,1,0,5,False,False,0,,,EXACT_DERIVED
23,"(5,5,3,2,2,2,2,1,1)",3780,114,27,0,0,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,3,2,2,2,2,2,0)",1512,45,28,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,3,3,2,2,1,1,1)",7560,226,28,0,0,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,3,3,2,2,2,1,0)",15120,426,29,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,3,3,3,1,1,1,1)",1260,43,29,0,0,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,3,3,3,2,1,1,0)",15120,426,30,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,3,3,3,2,2,0,0)",7560,226,31,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,3,3,3,3,1,0,0)",3780,114,32,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,4,2,2,2,1,1,1)",5040,146,29,0,0,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,4,2,2,2,2,1,0)",7560,213,30,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,4,3,2,1,1,1,1)",7560,213,30,0,0,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,4,3,2,2,1,1,0)",45360,1266,31,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,4,3,2,2,2,0,0)",15120,426,32,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,4,3,3,1,1,1,0)",15120,426,32,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,4,3,3,2,1,0,0)",45360,1266,33,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,4,3,3,3,0,0,0)",5040,146,35,0,3,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,4,4,1,1,1,1,1)",756,28,32,0,0,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,4,4,2,1,1,1,0)",15120,426,33,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,4,4,2,2,1,0,0)",22680,648,34,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,4,4,3,1,1,0,0)",22680,648,35,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,4,4,3,2,0,0,0)",15120,426,36,0,3,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,4,4,4,1,0,0,0)",5040,146,38,0,3,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,2,2,1,1,1,1)",1260,43,32,0,0,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,2,2,2,1,1,0)",5040,146,33,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,2,2,2,2,0,0)",1260,43,34,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,3,1,1,1,1,1)",504,17,33,0,0,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,3,2,1,1,1,0)",10080,280,34,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,3,2,2,1,0,0)",15120,426,35,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,3,3,1,1,0,0)",7560,226,36,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,3,3,2,0,0,0)",5040,146,37,0,3,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,4,1,1,1,1,0)",2520,73,36,0,1,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,4,2,1,1,0,0)",15120,426,37,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,4,2,2,0,0,0)",5040,146,38,0,3,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,4,3,1,0,0,0)",10080,280,39,0,3,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,4,4,0,0,0,0)",1260,43,42,0,4,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,5,1,1,1,0,0)",1260,43,40,0,2,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,5,2,1,0,0,0)",2520,73,41,0,3,5,True,False,0,,,EXACT_DERIVED
23,"(5,5,5,5,3,0,0,0,0)",630,22,43,0,4,5,True,False,0,,,EXACT_DERIVED
23,"(6,3,2,2,2,2,2,2,2)",72,3,25,2,0,6,False,False,0,,,EXACT_DERIVED
23,"(6,3,3,2,2,2,2,2,1)",1512,45,26,1,0,6,False,False,0,,,EXACT_DERIVED
23,"(6,3,3,3,2,2,2,1,1)",5040,146,27,0,0,6,True,False,0,,,EXACT_DERIVED
23,"(6,3,3,3,2,2,2,2,0)",2520,73,28,0,1,6,True,False,0,,,EXACT_DERIVED
23,"(6,3,3,3,3,2,1,1,1)",2520,73,28,0,0,6,True,False,0,,,EXACT_DERIVED
23,"(6,3,3,3,3,2,2,1,0)",7560,213,29,0,1,6,True,False,0,,,EXACT_DERIVED
23,"(6,3,3,3,3,3,1,1,0)",1512,45,30,0,1,6,True,False,0,,,EXACT_DERIVED
23,"(6,3,3,3,3,3,2,0,0)",1512,45,31,0,2,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,2,2,2,2,2,2,1)",504,15,27,0,0,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,3,2,2,2,2,1,1)",7560,213,28,0,0,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,3,2,2,2,2,2,0)",3024,84,29,0,1,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,3,3,2,2,1,1,1)",15120,426,29,0,0,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,3,3,2,2,2,1,0)",30240,840,30,0,1,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,3,3,3,1,1,1,1)",2520,73,30,0,0,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,3,3,3,2,1,1,0)",30240,840,31,0,1,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,3,3,3,2,2,0,0)",15120,426,32,0,2,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,3,3,3,3,1,0,0)",7560,213,33,0,2,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,4,2,2,2,1,1,1)",5040,146,30,0,0,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,4,2,2,2,2,1,0)",7560,213,31,0,1,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,4,3,2,1,1,1,1)",7560,213,31,0,0,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,4,3,2,2,1,1,0)",45360,1266,32,0,1,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,4,3,2,2,2,0,0)",15120,426,33,0,2,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,4,3,3,1,1,1,0)",15120,426,33,0,1,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,4,3,3,2,1,0,0)",45360,1266,34,0,2,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,4,3,3,3,0,0,0)",5040,146,36,0,3,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,4,4,1,1,1,1,1)",504,17,33,0,0,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,4,4,2,1,1,1,0)",10080,280,34,0,1,6,True,False,0,,,EXACT_DERIVED
23,"(6,4,4,4,2,2,1,0,0)",15120,426,35,0,2,6,True,False,0,,,EXACT_DERIVED
