profile_id,alpha,beta,profile,provenance
541,"[[-1, 0], [0, 0]]","[[-1, 1], [0, -1]]","[1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
542,"[[-1, 0], [0, 0]]","[[-1, 1], [0, 0]]","[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
543,"[[-1, 0], [0, 0]]","[[-1, 1], [0, 1]]","[1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
544,"[[-1, 0], [0, 0]]","[[-1, 1], [1, -1]]","[1, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
545,"[[-1, 0], [0, 0]]","[[-1, 1], [1, 0]]","[1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
546,"[[-1, 0], [0, 0]]","[[-1, 1], [1, 1]]","[1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
547,"[[-1, 0], [0, 0]]","[[0, -1], [-1, -1]]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
548,"[[-1, 0], [0, 0]]","[[0, -1], [-1, 0]]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
549,"[[-1, 0], [0, 0]]","[[0, -1], [-1, 1]]","[0, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
550,"[[-1, 0], [0, 0]]","[[0, -1], [0, -1]]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
551,"[[-1, 0], [0, 0]]","[[0, -1], [0, 0]]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
552,"[[-1, 0], [0, 0]]","[[0, -1], [0, 1]]","[0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
553,"[[-1, 0], [0, 0]]","[[0, -1], [1, -1]]","[0, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
554,"[[-1, 0], [0, 0]]","[[0, -1], [1, 0]]","[0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
555,"[[-1, 0], [0, 0]]","[[0, -1], [1, 1]]","[0, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
556,"[[-1, 0], [0, 0]]","[[0, 0], [-1, -1]]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
557,"[[-1, 0], [0, 0]]","[[0, 0], [-1, 0]]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
558,"[[-1, 0], [0, 0]]","[[0, 0], [-1, 1]]","[0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
559,"[[-1, 0], [0, 0]]","[[0, 0], [0, -1]]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
560,"[[-1, 0], [0, 1]]","[[-1, -1], [-1, -1]]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1]",EXACT_DERIVED
561,"[[-1, 0], [0, 1]]","[[-1, -1], [-1, 0]]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, 0]",EXACT_DERIVED
562,"[[-1, 0], [0, 1]]","[[-1, -1], [-1, 1]]","[1, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, 1]",EXACT_DERIVED
563,"[[-1, 0], [0, 1]]","[[-1, -1], [0, -1]]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1]",EXACT_DERIVED
564,"[[-1, 0], [0, 1]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0]",EXACT_DERIVED
565,"[[-1, 0], [0, 1]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 1]",EXACT_DERIVED
566,"[[-1, 0], [0, 1]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 1, -1]",EXACT_DERIVED
567,"[[-1, 0], [0, 1]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 1, 0]",EXACT_DERIVED
568,"[[-1, 0], [0, 1]]","[[-1, -1], [1, 1]]","[1, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 1, 1]",EXACT_DERIVED
569,"[[-1, 0], [0, 1]]","[[-1, 0], [-1, -1]]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, -1]",EXACT_DERIVED
570,"[[-1, 0], [0, 1]]","[[-1, 0], [-1, 0]]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0]",EXACT_DERIVED
571,"[[-1, 0], [0, 1]]","[[-1, 0], [-1, 1]]","[1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 1]",EXACT_DERIVED
572,"[[-1, 0], [0, 1]]","[[-1, 0], [0, -1]]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1]",EXACT_DERIVED
573,"[[-1, 0], [0, 1]]","[[-1, 0], [0, 0]]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",EXACT_DERIVED
574,"[[-1, 0], [0, 1]]","[[-1, 0], [0, 1]]","[1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1]",EXACT_DERIVED
575,"[[-1, 0], [0, 1]]","[[-1, 0], [1, -1]]","[1, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, -1]",EXACT_DERIVED
576,"[[-1, 0], [0, 1]]","[[-1, 0], [1, 0]]","[1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0]",EXACT_DERIVED
577,"[[-1, 0], [0, 1]]","[[-1, 0], [1, 1]]","[1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 1]",EXACT_DERIVED
578,"[[-1, 0], [0, 1]]","[[-1, 1], [-1, -1]]","[1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, -1, -1]",EXACT_DERIVED
579,"[[-1, 0], [0, 1]]","[[-1, 1], [-1, 0]]","[1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, -1, 0]",EXACT_DERIVED
580,"[[-1, 0], [0, 1]]","[[-1, 1], [-1, 1]]","[1, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, -1, 1]",EXACT_DERIVED
581,"[[-1, 0], [0, 1]]","[[-1, 1], [0, -1]]","[1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, -1]",EXACT_DERIVED
582,"[[-1, 0], [0, 1]]","[[-1, 1], [0, 0]]","[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0]",EXACT_DERIVED
583,"[[-1, 0], [0, 1]]","[[-1, 1], [0, 1]]","[1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 1]",EXACT_DERIVED
584,"[[-1, 0], [0, 1]]","[[-1, 1], [1, -1]]","[1, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, -1]",EXACT_DERIVED
585,"[[-1, 0], [0, 1]]","[[-1, 1], [1, 0]]","[1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, 0]",EXACT_DERIVED
586,"[[-1, 0], [0, 1]]","[[-1, 1], [1, 1]]","[1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, 1]",EXACT_DERIVED
587,"[[-1, 0], [0, 1]]","[[0, -1], [-1, -1]]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]",EXACT_DERIVED
588,"[[-1, 0], [0, 1]]","[[0, -1], [-1, 0]]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0]",EXACT_DERIVED
589,"[[-1, 0], [0, 1]]","[[0, -1], [-1, 1]]","[0, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 1]",EXACT_DERIVED
590,"[[-1, 0], [0, 1]]","[[0, -1], [0, -1]]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1]",EXACT_DERIVED
591,"[[-1, 0], [0, 1]]","[[0, -1], [0, 0]]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]",EXACT_DERIVED
592,"[[-1, 0], [0, 1]]","[[0, -1], [0, 1]]","[0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1]",EXACT_DERIVED
593,"[[-1, 0], [0, 1]]","[[0, -1], [1, -1]]","[0, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, -1]",EXACT_DERIVED
594,"[[-1, 0], [0, 1]]","[[0, -1], [1, 0]]","[0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0]",EXACT_DERIVED
595,"[[-1, 0], [0, 1]]","[[0, -1], [1, 1]]","[0, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1]",EXACT_DERIVED
596,"[[-1, 0], [0, 1]]","[[0, 0], [-1, -1]]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1]",EXACT_DERIVED
597,"[[-1, 0], [0, 1]]","[[0, 0], [-1, 0]]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0]",EXACT_DERIVED
598,"[[-1, 0], [0, 1]]","[[0, 0], [-1, 1]]","[0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1]",EXACT_DERIVED
599,"[[-1, 0], [0, 1]]","[[0, 0], [0, -1]]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1]",EXACT_DERIVED
600,"[[-1, 0], [1, -1]]","[[-1, -1], [-1, -1]]","[1, 1, 1, 1, 0, 0, 0, 0, -1, -1, -1, -1, 1, 1, 1, 1]",EXACT_DERIVED
601,"[[-1, 0], [1, -1]]","[[-1, -1], [-1, 0]]","[1, 1, 1, 0, 0, 0, 0, 0, -1, -1, -1, 0, 1, 1, 1, 0]",EXACT_DERIVED
602,"[[-1, 0], [1, -1]]","[[-1, -1], [-1, 1]]","[1, 1, 1, -1, 0, 0, 0, 0, -1, -1, -1, 1, 1, 1, 1, -1]",EXACT_DERIVED
603,"[[-1, 0], [1, -1]]","[[-1, -1], [0, -1]]","[1, 1, 0, 1, 0, 0, 0, 0, -1, -1, 0, -1, 1, 1, 0, 1]",EXACT_DERIVED
604,"[[-1, 0], [1, -1]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 1, 1, 0, 0]",EXACT_DERIVED
605,"[[-1, 0], [1, -1]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, 0, 0, 0, 0, -1, -1, 0, 1, 1, 1, 0, -1]",EXACT_DERIVED
606,"[[-1, 0], [1, -1]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, 0, 0, 0, 0, -1, -1, 1, -1, 1, 1, -1, 1]",EXACT_DERIVED
607,"[[-1, 0], [1, -1]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, 0, 0, 0, 0, -1, -1, 1, 0, 1, 1, -1, 0]",EXACT_DERIVED
608,"[[-1, 0], [1, -1]]","[[-1, -1], [1, 1]]","[1, 1, -1, -1, 0, 0, 0, 0, -1, -1, 1, 1, 1, 1, -1, -1]",EXACT_DERIVED
609,"[[-1, 0], [1, -1]]","[[-1, 0], [-1, -1]]","[1, 0, 1, 1, 0, 0, 0, 0, -1, 0, -1, -1, 1, 0, 1, 1]",EXACT_DERIVED
610,"[[-1, 0], [1, -1]]","[[-1, 0], [-1, 0]]","[1, 0, 1, 0, 0, 0, 0, 0, -1, 0, -1, 0, 1, 0, 1, 0]",EXACT_DERIVED
611,"[[-1, 0], [1, -1]]","[[-1, 0], [-1, 1]]","[1, 0, 1, -1, 0, 0, 0, 0, -1, 0, -1, 1, 1, 0, 1, -1]",EXACT_DERIVED
612,"[[-1, 0], [1, -1]]","[[-1, 0], [0, -1]]","[1, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, -1, 1, 0, 0, 1]",EXACT_DERIVED
613,"[[-1, 0], [1, -1]]","[[-1, 0], [0, 0]]","[1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0]",EXACT_DERIVED
614,"[[-1, 0], [1, -1]]","[[-1, 0], [0, 1]]","[1, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 1, 1, 0, 0, -1]",EXACT_DERIVED
615,"[[-1, 0], [1, -1]]","[[-1, 0], [1, -1]]","[1, 0, -1, 1, 0, 0, 0, 0, -1, 0, 1, -1, 1, 0, -1, 1]",EXACT_DERIVED
616,"[[-1, 0], [1, -1]]","[[-1, 0], [1, 0]]","[1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 1, 0, 1, 0, -1, 0]",EXACT_DERIVED
617,"[[-1, 0], [1, -1]]","[[-1, 0], [1, 1]]","[1, 0, -1, -1, 0, 0, 0, 0, -1, 0, 1, 1, 1, 0, -1, -1]",EXACT_DERIVED
618,"[[-1, 0], [1, -1]]","[[-1, 1], [-1, -1]]","[1, -1, 1, 1, 0, 0, 0, 0, -1, 1, -1, -1, 1, -1, 1, 1]",EXACT_DERIVED
619,"[[-1, 0], [1, -1]]","[[-1, 1], [-1, 0]]","[1, -1, 1, 0, 0, 0, 0, 0, -1, 1, -1, 0, 1, -1, 1, 0]",EXACT_DERIVED
620,"[[-1, 0], [1, -1]]","[[-1, 1], [-1, 1]]","[1, -1, 1, -1, 0, 0, 0, 0, -1, 1, -1, 1, 1, -1, 1, -1]",EXACT_DERIVED
621,"[[-1, 0], [1, -1]]","[[-1, 1], [0, -1]]","[1, -1, 0, 1, 0, 0, 0, 0, -1, 1, 0, -1, 1, -1, 0, 1]",EXACT_DERIVED
622,"[[-1, 0], [1, -1]]","[[-1, 1], [0, 0]]","[1, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 1, -1, 0, 0]",EXACT_DERIVED
623,"[[-1, 0], [1, -1]]","[[-1, 1], [0, 1]]","[1, -1, 0, -1, 0, 0, 0, 0, -1, 1, 0, 1, 1, -1, 0, -1]",EXACT_DERIVED
624,"[[-1, 0], [1, -1]]","[[-1, 1], [1, -1]]","[1, -1, -1, 1, 0, 0, 0, 0, -1, 1, 1, -1, 1, -1, -1, 1]",EXACT_DERIVED
625,"[[-1, 0], [1, -1]]","[[-1, 1], [1, 0]]","[1, -1, -1, 0, 0, 0, 0, 0, -1, 1, 1, 0, 1, -1, -1, 0]",EXACT_DERIVED
626,"[[-1, 0], [1, -1]]","[[-1, 1], [1, 1]]","[1, -1, -1, -1, 0, 0, 0, 0, -1, 1, 1, 1, 1, -1, -1, -1]",EXACT_DERIVED
627,"[[-1, 0], [1, -1]]","[[0, -1], [-1, -1]]","[0, 1, 1, 1, 0, 0, 0, 0, 0, -1, -1, -1, 0, 1, 1, 1]",EXACT_DERIVED
628,"[[-1, 0], [1, -1]]","[[0, -1], [-1, 0]]","[0, 1, 1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 1, 1, 0]",EXACT_DERIVED
629,"[[-1, 0], [1, -1]]","[[0, -1], [-1, 1]]","[0, 1, 1, -1, 0, 0, 0, 0, 0, -1, -1, 1, 0, 1, 1, -1]",EXACT_DERIVED
630,"[[-1, 0], [1, -1]]","[[0, -1], [0, -1]]","[0, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, -1, 0, 1, 0, 1]",EXACT_DERIVED
631,"[[-1, 0], [1, -1]]","[[0, -1], [0, 0]]","[0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0]",EXACT_DERIVED
632,"[[-1, 0], [1, -1]]","[[0, -1], [0, 1]]","[0, 1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 1, 0, 1, 0, -1]",EXACT_DERIVED
633,"[[-1, 0], [1, -1]]","[[0, -1], [1, -1]]","[0, 1, -1, 1, 0, 0, 0, 0, 0, -1, 1, -1, 0, 1, -1, 1]",EXACT_DERIVED
634,"[[-1, 0], [1, -1]]","[[0, -1], [1, 0]]","[0, 1, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 1, -1, 0]",EXACT_DERIVED
635,"[[-1, 0], [1, -1]]","[[0, -1], [1, 1]]","[0, 1, -1, -1, 0, 0, 0, 0, 0, -1, 1, 1, 0, 1, -1, -1]",EXACT_DERIVED
636,"[[-1, 0], [1, -1]]","[[0, 0], [-1, -1]]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 1, 1]",EXACT_DERIVED
637,"[[-1, 0], [1, -1]]","[[0, 0], [-1, 0]]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0]",EXACT_DERIVED
638,"[[-1, 0], [1, -1]]","[[0, 0], [-1, 1]]","[0, 0, 1, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 1, -1]",EXACT_DERIVED
639,"[[-1, 0], [1, -1]]","[[0, 0], [0, -1]]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1]",EXACT_DERIVED
640,"[[-1, 0], [1, 0]]","[[-1, -1], [-1, -1]]","[1, 1, 1, 1, 0, 0, 0, 0, -1, -1, -1, -1, 0, 0, 0, 0]",EXACT_DERIVED
641,"[[-1, 0], [1, 0]]","[[-1, -1], [-1, 0]]","[1, 1, 1, 0, 0, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0]",EXACT_DERIVED
642,"[[-1, 0], [1, 0]]","[[-1, -1], [-1, 1]]","[1, 1, 1, -1, 0, 0, 0, 0, -1, -1, -1, 1, 0, 0, 0, 0]",EXACT_DERIVED
643,"[[-1, 0], [1, 0]]","[[-1, -1], [0, -1]]","[1, 1, 0, 1, 0, 0, 0, 0, -1, -1, 0, -1, 0, 0, 0, 0]",EXACT_DERIVED
644,"[[-1, 0], [1, 0]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
645,"[[-1, 0], [1, 0]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, 0, 0, 0, 0, -1, -1, 0, 1, 0, 0, 0, 0]",EXACT_DERIVED
646,"[[-1, 0], [1, 0]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, 0, 0, 0, 0, -1, -1, 1, -1, 0, 0, 0, 0]",EXACT_DERIVED
647,"[[-1, 0], [1, 0]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, 0, 0, 0, 0, -1, -1, 1, 0, 0, 0, 0, 0]",EXACT_DERIVED
648,"[[-1, 0], [1, 0]]","[[-1, -1], [1, 1]]","[1, 1, -1, -1, 0, 0, 0, 0, -1, -1, 1, 1, 0, 0, 0, 0]",EXACT_DERIVED
649,"[[-1, 0], [1, 0]]","[[-1, 0], [-1, -1]]","[1, 0, 1, 1, 0, 0, 0, 0, -1, 0, -1, -1, 0, 0, 0, 0]",EXACT_DERIVED
650,"[[-1, 0], [1, 0]]","[[-1, 0], [-1, 0]]","[1, 0, 1, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0]",EXACT_DERIVED
651,"[[-1, 0], [1, 0]]","[[-1, 0], [-1, 1]]","[1, 0, 1, -1, 0, 0, 0, 0, -1, 0, -1, 1, 0, 0, 0, 0]",EXACT_DERIVED
652,"[[-1, 0], [1, 0]]","[[-1, 0], [0, -1]]","[1, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0]",EXACT_DERIVED
653,"[[-1, 0], [1, 0]]","[[-1, 0], [0, 0]]","[1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
654,"[[-1, 0], [1, 0]]","[[-1, 0], [0, 1]]","[1, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0]",EXACT_DERIVED
655,"[[-1, 0], [1, 0]]","[[-1, 0], [1, -1]]","[1, 0, -1, 1, 0, 0, 0, 0, -1, 0, 1, -1, 0, 0, 0, 0]",EXACT_DERIVED
656,"[[-1, 0], [1, 0]]","[[-1, 0], [1, 0]]","[1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0]",EXACT_DERIVED
657,"[[-1, 0], [1, 0]]","[[-1, 0], [1, 1]]","[1, 0, -1, -1, 0, 0, 0, 0, -1, 0, 1, 1, 0, 0, 0, 0]",EXACT_DERIVED
658,"[[-1, 0], [1, 0]]","[[-1, 1], [-1, -1]]","[1, -1, 1, 1, 0, 0, 0, 0, -1, 1, -1, -1, 0, 0, 0, 0]",EXACT_DERIVED
659,"[[-1, 0], [1, 0]]","[[-1, 1], [-1, 0]]","[1, -1, 1, 0, 0, 0, 0, 0, -1, 1, -1, 0, 0, 0, 0, 0]",EXACT_DERIVED
660,"[[-1, 0], [1, 0]]","[[-1, 1], [-1, 1]]","[1, -1, 1, -1, 0, 0, 0, 0, -1, 1, -1, 1, 0, 0, 0, 0]",EXACT_DERIVED
661,"[[-1, 0], [1, 0]]","[[-1, 1], [0, -1]]","[1, -1, 0, 1, 0, 0, 0, 0, -1, 1, 0, -1, 0, 0, 0, 0]",EXACT_DERIVED
662,"[[-1, 0], [1, 0]]","[[-1, 1], [0, 0]]","[1, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
663,"[[-1, 0], [1, 0]]","[[-1, 1], [0, 1]]","[1, -1, 0, -1, 0, 0, 0, 0, -1, 1, 0, 1, 0, 0, 0, 0]",EXACT_DERIVED
664,"[[-1, 0], [1, 0]]","[[-1, 1], [1, -1]]","[1, -1, -1, 1, 0, 0, 0, 0, -1, 1, 1, -1, 0, 0, 0, 0]",EXACT_DERIVED
665,"[[-1, 0], [1, 0]]","[[-1, 1], [1, 0]]","[1, -1, -1, 0, 0, 0, 0, 0, -1, 1, 1, 0, 0, 0, 0, 0]",EXACT_DERIVED
666,"[[-1, 0], [1, 0]]","[[-1, 1], [1, 1]]","[1, -1, -1, -1, 0, 0, 0, 0, -1, 1, 1, 1, 0, 0, 0, 0]",EXACT_DERIVED
667,"[[-1, 0], [1, 0]]","[[0, -1], [-1, -1]]","[0, 1, 1, 1, 0, 0, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0]",EXACT_DERIVED
668,"[[-1, 0], [1, 0]]","[[0, -1], [-1, 0]]","[0, 1, 1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0]",EXACT_DERIVED
669,"[[-1, 0], [1, 0]]","[[0, -1], [-1, 1]]","[0, 1, 1, -1, 0, 0, 0, 0, 0, -1, -1, 1, 0, 0, 0, 0]",EXACT_DERIVED
670,"[[-1, 0], [1, 0]]","[[0, -1], [0, -1]]","[0, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0]",EXACT_DERIVED
671,"[[-1, 0], [1, 0]]","[[0, -1], [0, 0]]","[0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
672,"[[-1, 0], [1, 0]]","[[0, -1], [0, 1]]","[0, 1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0]",EXACT_DERIVED
673,"[[-1, 0], [1, 0]]","[[0, -1], [1, -1]]","[0, 1, -1, 1, 0, 0, 0, 0, 0, -1, 1, -1, 0, 0, 0, 0]",EXACT_DERIVED
674,"[[-1, 0], [1, 0]]","[[0, -1], [1, 0]]","[0, 1, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0]",EXACT_DERIVED
675,"[[-1, 0], [1, 0]]","[[0, -1], [1, 1]]","[0, 1, -1, -1, 0, 0, 0, 0, 0, -1, 1, 1, 0, 0, 0, 0]",EXACT_DERIVED
676,"[[-1, 0], [1, 0]]","[[0, 0], [-1, -1]]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0]",EXACT_DERIVED
677,"[[-1, 0], [1, 0]]","[[0, 0], [-1, 0]]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",EXACT_DERIVED
678,"[[-1, 0], [1, 0]]","[[0, 0], [-1, 1]]","[0, 0, 1, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0]",EXACT_DERIVED
679,"[[-1, 0], [1, 0]]","[[0, 0], [0, -1]]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]",EXACT_DERIVED
680,"[[-1, 0], [1, 1]]","[[-1, -1], [-1, -1]]","[1, 1, 1, 1, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1]",EXACT_DERIVED
681,"[[-1, 0], [1, 1]]","[[-1, -1], [-1, 0]]","[1, 1, 1, 0, 0, 0, 0, 0, -1, -1, -1, 0, -1, -1, -1, 0]",EXACT_DERIVED
682,"[[-1, 0], [1, 1]]","[[-1, -1], [-1, 1]]","[1, 1, 1, -1, 0, 0, 0, 0, -1, -1, -1, 1, -1, -1, -1, 1]",EXACT_DERIVED
683,"[[-1, 0], [1, 1]]","[[-1, -1], [0, -1]]","[1, 1, 0, 1, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, 0, -1]",EXACT_DERIVED
684,"[[-1, 0], [1, 1]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, -1, -1, 0, 0]",EXACT_DERIVED
685,"[[-1, 0], [1, 1]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, 0, 0, 0, 0, -1, -1, 0, 1, -1, -1, 0, 1]",EXACT_DERIVED
686,"[[-1, 0], [1, 1]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, 0, 0, 0, 0, -1, -1, 1, -1, -1, -1, 1, -1]",EXACT_DERIVED
687,"[[-1, 0], [1, 1]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, 0, 0, 0, 0, -1, -1, 1, 0, -1, -1, 1, 0]",EXACT_DERIVED
