profile_id,alpha,beta,profile,provenance
395,"[[-1, 0], [-1, -1]]","[[0, -1], [1, 1]]","[0, 1, -1, -1, 0, 0, 0, 0, 0, 1, -1, -1, 0, 1, -1, -1]",EXACT_DERIVED
396,"[[-1, 0], [-1, -1]]","[[0, 0], [-1, -1]]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1]",EXACT_DERIVED
397,"[[-1, 0], [-1, -1]]","[[0, 0], [-1, 0]]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",EXACT_DERIVED
398,"[[-1, 0], [-1, -1]]","[[0, 0], [-1, 1]]","[0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, 1, -1]",EXACT_DERIVED
399,"[[-1, 0], [-1, -1]]","[[0, 0], [0, -1]]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",EXACT_DERIVED
400,"[[-1, 0], [-1, 0]]","[[-1, -1], [-1, -1]]","[1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",EXACT_DERIVED
401,"[[-1, 0], [-1, 0]]","[[-1, -1], [-1, 0]]","[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",EXACT_DERIVED
402,"[[-1, 0], [-1, 0]]","[[-1, -1], [-1, 1]]","[1, 1, 1, -1, 0, 0, 0, 0, 1, 1, 1, -1, 0, 0, 0, 0]",EXACT_DERIVED
403,"[[-1, 0], [-1, 0]]","[[-1, -1], [0, -1]]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",EXACT_DERIVED
404,"[[-1, 0], [-1, 0]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
405,"[[-1, 0], [-1, 0]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, 0, 0, 0, 0, 1, 1, 0, -1, 0, 0, 0, 0]",EXACT_DERIVED
406,"[[-1, 0], [-1, 0]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, 0, 0, 0, 0, 1, 1, -1, 1, 0, 0, 0, 0]",EXACT_DERIVED
407,"[[-1, 0], [-1, 0]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, 0, 0, 0, 0, 1, 1, -1, 0, 0, 0, 0, 0]",EXACT_DERIVED
408,"[[-1, 0], [-1, 0]]","[[-1, -1], [1, 1]]","[1, 1, -1, -1, 0, 0, 0, 0, 1, 1, -1, -1, 0, 0, 0, 0]",EXACT_DERIVED
409,"[[-1, 0], [-1, 0]]","[[-1, 0], [-1, -1]]","[1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",EXACT_DERIVED
410,"[[-1, 0], [-1, 0]]","[[-1, 0], [-1, 0]]","[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",EXACT_DERIVED
411,"[[-1, 0], [-1, 0]]","[[-1, 0], [-1, 1]]","[1, 0, 1, -1, 0, 0, 0, 0, 1, 0, 1, -1, 0, 0, 0, 0]",EXACT_DERIVED
412,"[[-1, 0], [-1, 0]]","[[-1, 0], [0, -1]]","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",EXACT_DERIVED
413,"[[-1, 0], [-1, 0]]","[[-1, 0], [0, 0]]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
414,"[[-1, 0], [-1, 0]]","[[-1, 0], [0, 1]]","[1, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0]",EXACT_DERIVED
415,"[[-1, 0], [-1, 0]]","[[-1, 0], [1, -1]]","[1, 0, -1, 1, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, 0, 0]",EXACT_DERIVED
416,"[[-1, 0], [-1, 0]]","[[-1, 0], [1, 0]]","[1, 0, -1, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0]",EXACT_DERIVED
417,"[[-1, 0], [-1, 0]]","[[-1, 0], [1, 1]]","[1, 0, -1, -1, 0, 0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 0]",EXACT_DERIVED
418,"[[-1, 0], [-1, 0]]","[[-1, 1], [-1, -1]]","[1, -1, 1, 1, 0, 0, 0, 0, 1, -1, 1, 1, 0, 0, 0, 0]",EXACT_DERIVED
419,"[[-1, 0], [-1, 0]]","[[-1, 1], [-1, 0]]","[1, -1, 1, 0, 0, 0, 0, 0, 1, -1, 1, 0, 0, 0, 0, 0]",EXACT_DERIVED
420,"[[-1, 0], [-1, 0]]","[[-1, 1], [-1, 1]]","[1, -1, 1, -1, 0, 0, 0, 0, 1, -1, 1, -1, 0, 0, 0, 0]",EXACT_DERIVED
421,"[[-1, 0], [-1, 0]]","[[-1, 1], [0, -1]]","[1, -1, 0, 1, 0, 0, 0, 0, 1, -1, 0, 1, 0, 0, 0, 0]",EXACT_DERIVED
422,"[[-1, 0], [-1, 0]]","[[-1, 1], [0, 0]]","[1, -1, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
423,"[[-1, 0], [-1, 0]]","[[-1, 1], [0, 1]]","[1, -1, 0, -1, 0, 0, 0, 0, 1, -1, 0, -1, 0, 0, 0, 0]",EXACT_DERIVED
424,"[[-1, 0], [-1, 0]]","[[-1, 1], [1, -1]]","[1, -1, -1, 1, 0, 0, 0, 0, 1, -1, -1, 1, 0, 0, 0, 0]",EXACT_DERIVED
425,"[[-1, 0], [-1, 0]]","[[-1, 1], [1, 0]]","[1, -1, -1, 0, 0, 0, 0, 0, 1, -1, -1, 0, 0, 0, 0, 0]",EXACT_DERIVED
426,"[[-1, 0], [-1, 0]]","[[-1, 1], [1, 1]]","[1, -1, -1, -1, 0, 0, 0, 0, 1, -1, -1, -1, 0, 0, 0, 0]",EXACT_DERIVED
427,"[[-1, 0], [-1, 0]]","[[0, -1], [-1, -1]]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",EXACT_DERIVED
428,"[[-1, 0], [-1, 0]]","[[0, -1], [-1, 0]]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",EXACT_DERIVED
429,"[[-1, 0], [-1, 0]]","[[0, -1], [-1, 1]]","[0, 1, 1, -1, 0, 0, 0, 0, 0, 1, 1, -1, 0, 0, 0, 0]",EXACT_DERIVED
430,"[[-1, 0], [-1, 0]]","[[0, -1], [0, -1]]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",EXACT_DERIVED
431,"[[-1, 0], [-1, 0]]","[[0, -1], [0, 0]]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
432,"[[-1, 0], [-1, 0]]","[[0, -1], [0, 1]]","[0, 1, 0, -1, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0]",EXACT_DERIVED
433,"[[-1, 0], [-1, 0]]","[[0, -1], [1, -1]]","[0, 1, -1, 1, 0, 0, 0, 0, 0, 1, -1, 1, 0, 0, 0, 0]",EXACT_DERIVED
434,"[[-1, 0], [-1, 0]]","[[0, -1], [1, 0]]","[0, 1, -1, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0]",EXACT_DERIVED
435,"[[-1, 0], [-1, 0]]","[[0, -1], [1, 1]]","[0, 1, -1, -1, 0, 0, 0, 0, 0, 1, -1, -1, 0, 0, 0, 0]",EXACT_DERIVED
436,"[[-1, 0], [-1, 0]]","[[0, 0], [-1, -1]]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",EXACT_DERIVED
437,"[[-1, 0], [-1, 0]]","[[0, 0], [-1, 0]]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",EXACT_DERIVED
438,"[[-1, 0], [-1, 0]]","[[0, 0], [-1, 1]]","[0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0]",EXACT_DERIVED
439,"[[-1, 0], [-1, 0]]","[[0, 0], [0, -1]]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",EXACT_DERIVED
440,"[[-1, 0], [-1, 1]]","[[-1, -1], [-1, -1]]","[1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, -1, -1, -1, -1]",EXACT_DERIVED
441,"[[-1, 0], [-1, 1]]","[[-1, -1], [-1, 0]]","[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, -1, -1, -1, 0]",EXACT_DERIVED
442,"[[-1, 0], [-1, 1]]","[[-1, -1], [-1, 1]]","[1, 1, 1, -1, 0, 0, 0, 0, 1, 1, 1, -1, -1, -1, -1, 1]",EXACT_DERIVED
443,"[[-1, 0], [-1, 1]]","[[-1, -1], [0, -1]]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, -1, -1, 0, -1]",EXACT_DERIVED
444,"[[-1, 0], [-1, 1]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -1, -1, 0, 0]",EXACT_DERIVED
445,"[[-1, 0], [-1, 1]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, 0, 0, 0, 0, 1, 1, 0, -1, -1, -1, 0, 1]",EXACT_DERIVED
446,"[[-1, 0], [-1, 1]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, 0, 0, 0, 0, 1, 1, -1, 1, -1, -1, 1, -1]",EXACT_DERIVED
447,"[[-1, 0], [-1, 1]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, 0, 0, 0, 0, 1, 1, -1, 0, -1, -1, 1, 0]",EXACT_DERIVED
448,"[[-1, 0], [-1, 1]]","[[-1, -1], [1, 1]]","[1, 1, -1, -1, 0, 0, 0, 0, 1, 1, -1, -1, -1, -1, 1, 1]",EXACT_DERIVED
449,"[[-1, 0], [-1, 1]]","[[-1, 0], [-1, -1]]","[1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, -1, 0, -1, -1]",EXACT_DERIVED
450,"[[-1, 0], [-1, 1]]","[[-1, 0], [-1, 0]]","[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, -1, 0, -1, 0]",EXACT_DERIVED
451,"[[-1, 0], [-1, 1]]","[[-1, 0], [-1, 1]]","[1, 0, 1, -1, 0, 0, 0, 0, 1, 0, 1, -1, -1, 0, -1, 1]",EXACT_DERIVED
452,"[[-1, 0], [-1, 1]]","[[-1, 0], [0, -1]]","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, -1, 0, 0, -1]",EXACT_DERIVED
453,"[[-1, 0], [-1, 1]]","[[-1, 0], [0, 0]]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0]",EXACT_DERIVED
454,"[[-1, 0], [-1, 1]]","[[-1, 0], [0, 1]]","[1, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, -1, -1, 0, 0, 1]",EXACT_DERIVED
455,"[[-1, 0], [-1, 1]]","[[-1, 0], [1, -1]]","[1, 0, -1, 1, 0, 0, 0, 0, 1, 0, -1, 1, -1, 0, 1, -1]",EXACT_DERIVED
456,"[[-1, 0], [-1, 1]]","[[-1, 0], [1, 0]]","[1, 0, -1, 0, 0, 0, 0, 0, 1, 0, -1, 0, -1, 0, 1, 0]",EXACT_DERIVED
457,"[[-1, 0], [-1, 1]]","[[-1, 0], [1, 1]]","[1, 0, -1, -1, 0, 0, 0, 0, 1, 0, -1, -1, -1, 0, 1, 1]",EXACT_DERIVED
458,"[[-1, 0], [-1, 1]]","[[-1, 1], [-1, -1]]","[1, -1, 1, 1, 0, 0, 0, 0, 1, -1, 1, 1, -1, 1, -1, -1]",EXACT_DERIVED
459,"[[-1, 0], [-1, 1]]","[[-1, 1], [-1, 0]]","[1, -1, 1, 0, 0, 0, 0, 0, 1, -1, 1, 0, -1, 1, -1, 0]",EXACT_DERIVED
460,"[[-1, 0], [-1, 1]]","[[-1, 1], [-1, 1]]","[1, -1, 1, -1, 0, 0, 0, 0, 1, -1, 1, -1, -1, 1, -1, 1]",EXACT_DERIVED
461,"[[-1, 0], [-1, 1]]","[[-1, 1], [0, -1]]","[1, -1, 0, 1, 0, 0, 0, 0, 1, -1, 0, 1, -1, 1, 0, -1]",EXACT_DERIVED
462,"[[-1, 0], [-1, 1]]","[[-1, 1], [0, 0]]","[1, -1, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, -1, 1, 0, 0]",EXACT_DERIVED
463,"[[-1, 0], [-1, 1]]","[[-1, 1], [0, 1]]","[1, -1, 0, -1, 0, 0, 0, 0, 1, -1, 0, -1, -1, 1, 0, 1]",EXACT_DERIVED
464,"[[-1, 0], [-1, 1]]","[[-1, 1], [1, -1]]","[1, -1, -1, 1, 0, 0, 0, 0, 1, -1, -1, 1, -1, 1, 1, -1]",EXACT_DERIVED
465,"[[-1, 0], [-1, 1]]","[[-1, 1], [1, 0]]","[1, -1, -1, 0, 0, 0, 0, 0, 1, -1, -1, 0, -1, 1, 1, 0]",EXACT_DERIVED
466,"[[-1, 0], [-1, 1]]","[[-1, 1], [1, 1]]","[1, -1, -1, -1, 0, 0, 0, 0, 1, -1, -1, -1, -1, 1, 1, 1]",EXACT_DERIVED
467,"[[-1, 0], [-1, 1]]","[[0, -1], [-1, -1]]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, -1, -1, -1]",EXACT_DERIVED
468,"[[-1, 0], [-1, 1]]","[[0, -1], [-1, 0]]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -1, -1, 0]",EXACT_DERIVED
469,"[[-1, 0], [-1, 1]]","[[0, -1], [-1, 1]]","[0, 1, 1, -1, 0, 0, 0, 0, 0, 1, 1, -1, 0, -1, -1, 1]",EXACT_DERIVED
470,"[[-1, 0], [-1, 1]]","[[0, -1], [0, -1]]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, -1, 0, -1]",EXACT_DERIVED
471,"[[-1, 0], [-1, 1]]","[[0, -1], [0, 0]]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0]",EXACT_DERIVED
472,"[[-1, 0], [-1, 1]]","[[0, -1], [0, 1]]","[0, 1, 0, -1, 0, 0, 0, 0, 0, 1, 0, -1, 0, -1, 0, 1]",EXACT_DERIVED
473,"[[-1, 0], [-1, 1]]","[[0, -1], [1, -1]]","[0, 1, -1, 1, 0, 0, 0, 0, 0, 1, -1, 1, 0, -1, 1, -1]",EXACT_DERIVED
474,"[[-1, 0], [-1, 1]]","[[0, -1], [1, 0]]","[0, 1, -1, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, -1, 1, 0]",EXACT_DERIVED
475,"[[-1, 0], [-1, 1]]","[[0, -1], [1, 1]]","[0, 1, -1, -1, 0, 0, 0, 0, 0, 1, -1, -1, 0, -1, 1, 1]",EXACT_DERIVED
476,"[[-1, 0], [-1, 1]]","[[0, 0], [-1, -1]]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -1, -1]",EXACT_DERIVED
477,"[[-1, 0], [-1, 1]]","[[0, 0], [-1, 0]]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0]",EXACT_DERIVED
478,"[[-1, 0], [-1, 1]]","[[0, 0], [-1, 1]]","[0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, -1, 1]",EXACT_DERIVED
479,"[[-1, 0], [-1, 1]]","[[0, 0], [0, -1]]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1]",EXACT_DERIVED
480,"[[-1, 0], [0, -1]]","[[-1, -1], [-1, -1]]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",EXACT_DERIVED
481,"[[-1, 0], [0, -1]]","[[-1, -1], [-1, 0]]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",EXACT_DERIVED
482,"[[-1, 0], [0, -1]]","[[-1, -1], [-1, 1]]","[1, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, -1]",EXACT_DERIVED
483,"[[-1, 0], [0, -1]]","[[-1, -1], [0, -1]]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",EXACT_DERIVED
484,"[[-1, 0], [0, -1]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",EXACT_DERIVED
485,"[[-1, 0], [0, -1]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -1]",EXACT_DERIVED
486,"[[-1, 0], [0, -1]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -1, 1]",EXACT_DERIVED
487,"[[-1, 0], [0, -1]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -1, 0]",EXACT_DERIVED
488,"[[-1, 0], [0, -1]]","[[-1, -1], [1, 1]]","[1, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -1, -1]",EXACT_DERIVED
489,"[[-1, 0], [0, -1]]","[[-1, 0], [-1, -1]]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]",EXACT_DERIVED
490,"[[-1, 0], [0, -1]]","[[-1, 0], [-1, 0]]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",EXACT_DERIVED
491,"[[-1, 0], [0, -1]]","[[-1, 0], [-1, 1]]","[1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, -1]",EXACT_DERIVED
492,"[[-1, 0], [0, -1]]","[[-1, 0], [0, -1]]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",EXACT_DERIVED
493,"[[-1, 0], [0, -1]]","[[-1, 0], [0, 0]]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",EXACT_DERIVED
494,"[[-1, 0], [0, -1]]","[[-1, 0], [0, 1]]","[1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1]",EXACT_DERIVED
495,"[[-1, 0], [0, -1]]","[[-1, 0], [1, -1]]","[1, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1]",EXACT_DERIVED
496,"[[-1, 0], [0, -1]]","[[-1, 0], [1, 0]]","[1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0]",EXACT_DERIVED
497,"[[-1, 0], [0, -1]]","[[-1, 0], [1, 1]]","[1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, -1]",EXACT_DERIVED
498,"[[-1, 0], [0, -1]]","[[-1, 1], [-1, -1]]","[1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 1, 1]",EXACT_DERIVED
499,"[[-1, 0], [0, -1]]","[[-1, 1], [-1, 0]]","[1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 1, 0]",EXACT_DERIVED
500,"[[-1, 0], [0, -1]]","[[-1, 1], [-1, 1]]","[1, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 1, -1]",EXACT_DERIVED
501,"[[-1, 0], [0, -1]]","[[-1, 1], [0, -1]]","[1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 1]",EXACT_DERIVED
502,"[[-1, 0], [0, -1]]","[[-1, 1], [0, 0]]","[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0]",EXACT_DERIVED
503,"[[-1, 0], [0, -1]]","[[-1, 1], [0, 1]]","[1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, -1]",EXACT_DERIVED
504,"[[-1, 0], [0, -1]]","[[-1, 1], [1, -1]]","[1, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, -1, 1]",EXACT_DERIVED
505,"[[-1, 0], [0, -1]]","[[-1, 1], [1, 0]]","[1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, -1, 0]",EXACT_DERIVED
506,"[[-1, 0], [0, -1]]","[[-1, 1], [1, 1]]","[1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, -1, -1]",EXACT_DERIVED
507,"[[-1, 0], [0, -1]]","[[0, -1], [-1, -1]]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",EXACT_DERIVED
508,"[[-1, 0], [0, -1]]","[[0, -1], [-1, 0]]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",EXACT_DERIVED
509,"[[-1, 0], [0, -1]]","[[0, -1], [-1, 1]]","[0, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -1]",EXACT_DERIVED
510,"[[-1, 0], [0, -1]]","[[0, -1], [0, -1]]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",EXACT_DERIVED
511,"[[-1, 0], [0, -1]]","[[0, -1], [0, 0]]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",EXACT_DERIVED
512,"[[-1, 0], [0, -1]]","[[0, -1], [0, 1]]","[0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1]",EXACT_DERIVED
513,"[[-1, 0], [0, -1]]","[[0, -1], [1, -1]]","[0, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 1]",EXACT_DERIVED
514,"[[-1, 0], [0, -1]]","[[0, -1], [1, 0]]","[0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0]",EXACT_DERIVED
515,"[[-1, 0], [0, -1]]","[[0, -1], [1, 1]]","[0, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, -1]",EXACT_DERIVED
516,"[[-1, 0], [0, -1]]","[[0, 0], [-1, -1]]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",EXACT_DERIVED
517,"[[-1, 0], [0, -1]]","[[0, 0], [-1, 0]]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",EXACT_DERIVED
518,"[[-1, 0], [0, -1]]","[[0, 0], [-1, 1]]","[0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1]",EXACT_DERIVED
519,"[[-1, 0], [0, -1]]","[[0, 0], [0, -1]]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",EXACT_DERIVED
520,"[[-1, 0], [0, 0]]","[[-1, -1], [-1, -1]]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
521,"[[-1, 0], [0, 0]]","[[-1, -1], [-1, 0]]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
522,"[[-1, 0], [0, 0]]","[[-1, -1], [-1, 1]]","[1, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
523,"[[-1, 0], [0, 0]]","[[-1, -1], [0, -1]]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
524,"[[-1, 0], [0, 0]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
525,"[[-1, 0], [0, 0]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
526,"[[-1, 0], [0, 0]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
527,"[[-1, 0], [0, 0]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
528,"[[-1, 0], [0, 0]]","[[-1, -1], [1, 1]]","[1, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
529,"[[-1, 0], [0, 0]]","[[-1, 0], [-1, -1]]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
530,"[[-1, 0], [0, 0]]","[[-1, 0], [-1, 0]]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
531,"[[-1, 0], [0, 0]]","[[-1, 0], [-1, 1]]","[1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
532,"[[-1, 0], [0, 0]]","[[-1, 0], [0, -1]]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
533,"[[-1, 0], [0, 0]]","[[-1, 0], [0, 0]]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
534,"[[-1, 0], [0, 0]]","[[-1, 0], [0, 1]]","[1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
535,"[[-1, 0], [0, 0]]","[[-1, 0], [1, -1]]","[1, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
536,"[[-1, 0], [0, 0]]","[[-1, 0], [1, 0]]","[1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
537,"[[-1, 0], [0, 0]]","[[-1, 0], [1, 1]]","[1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
538,"[[-1, 0], [0, 0]]","[[-1, 1], [-1, -1]]","[1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
539,"[[-1, 0], [0, 0]]","[[-1, 1], [-1, 0]]","[1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
540,"[[-1, 0], [0, 0]]","[[-1, 1], [-1, 1]]","[1, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
