a_atom,a_name,b_atom,b_name,c_atom,c_name,x_atom,x_atom_name,xc_config_id,xc_orbit_id,x_live,c_relation_to_target,tensor_rhs,equation_template
0,"A[0,0]",4,"B[1,1]",2,"C[0,2]",4,"X[0,0|1,1]",38,5,False,same_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,1]*c_k[0,2] = 0"
0,"A[0,0]",4,"B[1,1]",3,"C[1,0]",4,"X[0,0|1,1]",39,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,1]*c_k[1,0] = 0"
0,"A[0,0]",4,"B[1,1]",4,"C[1,1]",4,"X[0,0|1,1]",40,6,False,diff_row_same_col,0,"sum_k a_k[0,0]*b_k[1,1]*c_k[1,1] = 0"
0,"A[0,0]",4,"B[1,1]",5,"C[1,2]",4,"X[0,0|1,1]",41,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,1]*c_k[1,2] = 0"
0,"A[0,0]",4,"B[1,1]",6,"C[2,0]",4,"X[0,0|1,1]",42,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,1]*c_k[2,0] = 0"
0,"A[0,0]",4,"B[1,1]",7,"C[2,1]",4,"X[0,0|1,1]",43,6,False,diff_row_same_col,0,"sum_k a_k[0,0]*b_k[1,1]*c_k[2,1] = 0"
0,"A[0,0]",4,"B[1,1]",8,"C[2,2]",4,"X[0,0|1,1]",44,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,1]*c_k[2,2] = 0"
0,"A[0,0]",5,"B[1,2]",0,"C[0,0]",5,"X[0,0|1,2]",45,5,False,same_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,2]*c_k[0,0] = 0"
0,"A[0,0]",5,"B[1,2]",1,"C[0,1]",5,"X[0,0|1,2]",46,5,False,same_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,2]*c_k[0,1] = 0"
0,"A[0,0]",5,"B[1,2]",2,"C[0,2]",5,"X[0,0|1,2]",47,4,False,exact_target,0,"sum_k a_k[0,0]*b_k[1,2]*c_k[0,2] = 0"
0,"A[0,0]",5,"B[1,2]",3,"C[1,0]",5,"X[0,0|1,2]",48,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,2]*c_k[1,0] = 0"
0,"A[0,0]",5,"B[1,2]",4,"C[1,1]",5,"X[0,0|1,2]",49,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,2]*c_k[1,1] = 0"
