tag,projection_loss,projection_max_abs,sampled_points,rank_W,rank_sigma,theta,candidate
start_5,1.273313327812458e-28,1.3322676295501878e-15,200,76,9,"[1.009548921941964, 1.0701430219028154, 1.1458299588859797, 1.2423998665760703, 1.301930703064517, 1.3802427656781353, 1.491690674925974, 1.5532724628994126, 1.6307734757851342, 1.7290924976508926, 1.78582327115512, 1.8370783276293037, 1.8954359183206413, 2.0189866891966557]","[-0.0655786776869153, -0.22309631915057918, 0.4301479925923662, -0.1315135213845139, 0.20705167344178704, 0.18589139850880082, 0.19903875384045633, -0.06557867768691529, -0.06593484369759846, 0.2397579134210945, 0.2591172021207727, -0.029718104003406777, 0.2832768666058608, 0.3003555748724863, 0.31021011077034744, 0.3191134759595089, 0.029718104003406933, 0.3507122427038577]"
start_5,1.1306535515235534e-28,1.502270530195915e-15,200,76,9,"[1.0095156967844185, 1.070149373599114, 1.1458193947708044, 1.2423952254481148, 1.3019484479647905, 1.3803383287215643, 1.491724170705608, 1.5534451022783315, 1.6307022924876933, 1.728951872121549, 1.785865236380004, 1.837077692017293, 1.8953435064149138, 2.0189458701827148]","[-0.06558388543326857, -0.2231031712472193, 0.43015277827332626, -0.13151985226826746, 0.20704960702610697, 0.18589314403832824, 0.1990376063835651, -0.06558388543326853, -0.06593596683499875, 0.23977534173541046, 0.2591239157556265, -0.029695185950015253, 0.2832654801465164, 0.3003321847665981, 0.3102184721212512, 0.3191144679767843, 0.02969518595001541, 0.3507063637193293]"
start_5,1.1454472942776986e-28,1.3461454173580023e-15,200,76,9,"[1.0095206059640283, 1.0701610217326647, 1.1458000508451103, 1.2424335470006396, 1.3018723886511783, 1.380301709259383, 1.4916627034265169, 1.5532939469969007, 1.630721540122238, 1.729116130158129, 1.7858595787614218, 1.8371068497805083, 1.8955134561136093, 2.0190215370235727]","[-0.06557674679296761, -0.22310035660139968, 0.43014614504718796, -0.1315228498786573, 0.20704578844578828, 0.18589292058384968, 0.199031840565325, -0.0655767467929676, -0.06594610308568954, 0.23976608268321364, 0.2591101066426481, -0.029722715899088332, 0.2832653998755367, 0.30035708733188626, 0.31021373990159706, 0.3191156758609782, 0.029722715899088488, 0.3507152686530604]"
start_5,1.632755156393655e-28,1.790234627208065e-15,200,76,9,"[1.0095641869811338, 1.070152171110975, 1.1458085445281176, 1.2424396077084539, 1.3018750362071503, 1.3803338157635698, 1.4916617337368676, 1.5533074621651206, 1.6307914075992835, 1.7291309968431707, 1.785720957814926, 1.8371106130662112, 1.8953575270805816, 2.0190279260228046]","[-0.06557072003762011, -0.2230941393846709, 0.4301452212063058, -0.13151164839117813, 0.2070510818216349, 0.1858928670476416, 0.19903490473592583, -0.06557072003762004, -0.06594092835355789, 0.23977357372336933, 0.25911200653056204, -0.029708236341265647, 0.2832797974895226, 0.3003620673594754, 0.3101921367413211, 0.31911887689018603, 0.0297082363412658, 0.3507191780286653]"
start_5,1.2527405564892041e-28,1.4432899320127035e-15,200,76,9,"[1.0095587352316775, 1.0701371520923837, 1.1458073439400986, 1.2423240264443023, 1.3019779473796897, 1.3802763397473794, 1.4916955869409365, 1.5532355215242293, 1.6309493047366135, 1.7290518621381903, 1.785761098468091, 1.837090796382701, 1.8954520475778378, 2.019004052633365]","[-0.06558582846225879, -0.2230893647497475, 0.4301433681842859, -0.13151131227550839, 0.20705400343453842, 0.1858896200380152, 0.19903401296304574, -0.06558582846225876, -0.0659254838132495, 0.23976276670838598, 0.2591169975985439, -0.029722592040867156, 0.28330625281625704, 0.3003472901117853, 0.3101980446374082, 0.3191143391734465, 0.029722592040867312, 0.3507138271626223]"
start_5,1.2282633807090815e-28,1.294103713078698e-15,200,76,9,"[1.0095792011484308, 1.0701352798918786, 1.1458303160466259, 1.2424091659893972, 1.3019765133973569, 1.3802858205947381, 1.4916993931932918, 1.5532665624995652, 1.63068748855259, 1.7290860072110603, 1.7858115527992626, 1.8370847079708588, 1.8954551476425001, 2.0189996841365447]","[-0.06557985907537467, -0.22309714550229626, 0.4301537459581283, -0.131510775561253, 0.20705660045583202, 0.18588972165847803, 0.19903846038911407, -0.06557985907537466, -0.0659309164858782, 0.23976496413184653, 0.25911825374716907, -0.029720233526622543, 0.2832614240973628, 0.3003539109901206, 0.3102075211630154, 0.31911401431625763, 0.029720233526622696, 0.3507138736241058]"
start_5,1.147679180510512e-28,1.3322676295501878e-15,200,76,9,"[1.0095705678927138, 1.0701256391529173, 1.1457864981315966, 1.2424045576975917, 1.3019839426205646, 1.3802810142547488, 1.4916328407094603, 1.553334524382158, 1.6307098952539618, 1.7291607652819119, 1.785858172904918, 1.837078091554903, 1.895390372374076, 2.019029624943462]","[-0.06558071762354378, -0.22309718690115884, 0.43015220973579116, -0.13151043076543992, 0.2070550228346323, 0.18588743593122814, 0.19903019465162844, -0.06558071762354376, -0.065929713141896, 0.23976334106663366, 0.2591058413755788, -0.029708607196268427, 0.28326438512060037, 0.30036590958195303, 0.31021459962486325, 0.3191118159872228, 0.02970860719626858, 0.3507179216330304]"
start_5,1.2221141860889378e-28,1.457167719820518e-15,200,76,9,"[1.009528356692797, 1.0701600243757246, 1.1458544962603139, 1.2423926809362689, 1.3019327690254214, 1.380351971465018, 1.4916488737732134, 1.5532960867878043, 1.630781502746418, 1.729118483928123, 1.7857912207947824, 1.8370766168763086, 1.8953621039820885, 2.0189980101078095]","[-0.06557802268420654, -0.2230954493204293, 0.430143475688435, -0.13150985759342315, 0.20704802636800568, 0.1858942118209505, 0.19904286610599278, -0.06557802268420654, -0.06593183490921647, 0.2397767024802402, 0.25910974563401007, -0.029709618752651955, 0.283278047394897, 0.30035986244427565, 0.3102043095471371, 0.319112938224481, 0.02970961875265211, 0.35071394483829726]"
start_5,1.1367056152512002e-28,1.5265566588595902e-15,200,76,9,"[1.009515814379093, 1.070159825649551, 1.145828790390106, 1.2423749894202034, 1.3019260058029012, 1.3803327977302047, 1.4916634202194208, 1.553269365971282, 1.6306865595831648, 1.7290890910299483, 1.7858188212880397, 1.8371144515949467, 1.8953885222466862, 2.019122703061339]","[-0.06557919977208185, -0.22309385105066312, 0.43013964912228064, -0.13151073021260856, 0.20704579807161755, 0.18589364110600884, 0.19903782671006678, -0.06557919977208183, -0.06593153044052656, 0.23977268026518112, 0.25911152506675766, -0.029714148357956098, 0.28326073806737495, 0.30035389034823945, 0.31020820917415637, 0.31911858990611003, 0.029714148357956254, 0.3507345932034582]"
start_5,1.2278661203654933e-28,2.220446049250313e-15,200,76,9,"[1.0095600839763241, 1.0701547027215295, 1.14582005326324, 1.2424549390252162, 1.3019048004228728, 1.3803383307777695, 1.4916331956844335, 1.5532553886204492, 1.6307506409089148, 1.7290737159440321, 1.7858616615753613, 1.8370997098938966, 1.8953840355576999, 2.0189559222309903]","[-0.06557035206058916, -0.22309698698120542, 0.43014803795914563, -0.13150753884566319, 0.20705105097794024, 0.1858937392150895, 0.19903736686579113, -0.06557035206058914, -0.06593718678507386, 0.23977491575530166, 0.259107651985235, -0.029715130583467666, 0.28327337495693383, 0.3003528159227321, 0.3102172995613168, 0.3191177252360283, 0.02971513058346782, 0.35070748625362996]"
start_5,1.2661373131041573e-28,1.4710455076283324e-15,200,76,9,"[1.009504072229416, 1.0701595893506712, 1.1458256445745199, 1.2423659417780586, 1.3018978484038652, 1.3803848267858296, 1.4916535288388484, 1.5533160097118286, 1.6308242570777844, 1.7291403991445495, 1.785766659004737, 1.837122305587201, 1.895375803137588, 2.018949908608817]","[-0.0655801459104384, -0.22309425169805724, 0.43013892336650594, -0.13151594838250008, 0.20704467166844873, 0.1858940069154448, 0.19903771588466604, -0.06558014591043837, -0.06593580247206156, 0.23978224284491773, 0.2591103739711049, -0.02970905752625432, 0.2832852770183913, 0.300363460286691, 0.31019982716766475, 0.31912065263701395, 0.02970905752625447, 0.3507053452659217]"
start_5,1.2889287734145351e-28,1.7763568394002505e-15,200,76,9,"[1.0094962183271008, 1.0701488599667002, 1.1458296035231073, 1.2423758424510174, 1.3020196476481691, 1.3803113980250128, 1.491698628389335, 1.5532471935488164, 1.6307172764504876, 1.7290647013652372, 1.7858990320172574, 1.8370626160946006, 1.8954589299059563, 2.0189454005567953]","[-0.06558627531964327, -0.22310264818352843, 0.43014923180246406, -0.13150935833028574, 0.20704658361893574, 0.18589222796617946, 0.19903849439707147, -0.06558627531964324, -0.06592308301064233, 0.23976959716984217, 0.25911832629903103, -0.029722267848597668, 0.2832668230023196, 0.3003504481091185, 0.3102229628078673, 0.3191104297675277, 0.029722267848597824, 0.3507047222040228]"
start_5,1.2485288360202061e-28,1.1796119636642288e-15,200,76,9,"[1.009513210490609, 1.070149687752769, 1.1458243387743599, 1.2423917837653764, 1.3019834947879145, 1.3803170024596523, 1.4916894047262184, 1.5532622607028923, 1.6307358092376867, 1.7290812752347204, 1.7858545134666748, 1.8370746153375035, 1.8954335791996129, 2.0189660319232976]","[-0.06558238651805091, -0.2231005210452916, 0.4301482292711571, -0.13150993088127674, 0.20704770822586557, 0.18589238778727124, 0.19903759703637386, -0.06558238651805089, -0.06592754436322569, 0.23977059137344928, 0.2591167464280863, -0.029718759980785468, 0.2832700667006453, 0.3003533530029855, 0.3102152563779382, 0.3191125416347978, 0.02971875998078562, 0.3507083362550304]"
start_5,1.2352147663227521e-28,1.3877787807814457e-15,200,76,9,"[1.0095063817303631, 1.0701589614391387, 1.1458073862921563, 1.2424144288961592, 1.3019715224655728, 1.3804130533649495, 1.491669505743121, 1.5532807353578792, 1.6307298273292872, 1.7291015973552049, 1.7858011818644284, 1.8370943712041083, 1.89538020450575, 2.018983686343893]","[-0.0655788475335274, -0.22310106877919333, 0.4301464944108246, -0.1315069724690578, 0.2070454256316313, 0.18589383790634065, 0.19903448012325545, -0.06557884753352738, -0.06592812493553027, 0.23978706868083768, 0.2591130657239401, -0.029712493917772035, 0.28326878259555227, 0.30035662330957663, 0.31020572400573887, 0.3191156973539852, 0.02971249391777219, 0.35071109961088004]"
start_5,1.0477707277228337e-28,1.3877787807814457e-15,200,76,9,"[1.0095515613716177, 1.0701423042896354, 1.145809092277565, 1.242455280425328, 1.3020149019921834, 1.380275024625701, 1.4917089342451428, 1.553232149352042, 1.6306655560725662, 1.7290481527487844, 1.7858627258519102, 1.8370464026200548, 1.8954409484556831, 2.0190252923224565]","[-0.06557719379146652, -0.22310410999297464, 0.4301566449964164, -0.13150326311487445, 0.2070525350034418, 0.18589120525820457, 0.19903505571688743, -0.06557719379146652, -0.06592606932340779, 0.23976342855241947, 0.25912027827488915, -0.029722031294504066, 0.28325801566417486, 0.3003477610179145, 0.3102168498559462, 0.31910781260532806, 0.029722031294504223, 0.3507188189198431]"
start_5,1.2185232687250536e-28,1.5543122344752192e-15,200,76,9,"[1.0094958735322046, 1.0701654775761018, 1.145827642674481, 1.242515946327802, 1.3019400822467153, 1.380383323789626, 1.491668782900798, 1.5533121558007574, 1.6304999728903016, 1.7291361598423713, 1.7858828045862447, 1.837071569858463, 1.895363118426554, 2.018974182539207]","[-0.06557027756091385, -0.22311110314176832, 0.4301540962457255, -0.1315067491337902, 0.20704299310395713, 0.18589581833932367, 0.19903890732229637, -0.06557027756091381, -0.06593647157287624, 0.2397829989610931, 0.2591141229080133, -0.029708416568947852, 0.2832301481535442, 0.30036399808192743, 0.3102213184531343, 0.3191131932233909, 0.029708416568948005, 0.3507110495838277]"
start_5,1.2095026396287679e-28,1.3565537582138631e-15,200,76,9,"[1.0095389215649297, 1.070155197604764, 1.145811119825951, 1.242465926515646, 1.3019283330468898, 1.3803521355530637, 1.4916720191404558, 1.5532925444932184, 1.6306797774824586, 1.7291145874040768, 1.7857934311761705, 1.8370873158352263, 1.8953715209800563, 2.0190133676229767]","[-0.06557198984606842, -0.22310145897412864, 0.4301500741833415, -0.13150767629048743, 0.2070486152092129, 0.1858935410459799, 0.19903551084089735, -0.06557198984606842, -0.06593568644441887, 0.23977694725275533, 0.25911399985522215, -0.029710771110046122, 0.2832606325014922, 0.3003594565033503, 0.3102049732982682, 0.3191150845369164, 0.029710771110046275, 0.3507169288778429]"
start_5,1.8976435510689586e-28,2.0192181260370035e-15,200,76,9,"[1.0095503988729713, 1.0701453862277694, 1.1458286056701252, 1.242450638187647, 1.3019341354522773, 1.3802473821032113, 1.4916922771803152, 1.553275756857566, 1.6306786094127401, 1.72909612100486, 1.7858456555372377, 1.837066552058781, 1.8954236551702492, 2.0189999533851073]","[-0.0655745491521617, -0.22310096695570433, 0.43015232039815887, -0.1315107352407295, 0.2070513534424546, 0.18589204849308655, 0.19903877498441291, -0.06557454915216164, -0.06593618608856767, 0.23975902394983192, 0.25911781398583417, -0.029716791065719575, 0.2832607522666774, 0.30035659090028655, 0.31021439841038456, 0.3191118412275753, 0.02971679106571973, 0.35071499823512925]"
start_5,1.2971637091690847e-28,1.5543122344752192e-15,200,76,9,"[1.0095173860160152, 1.0701555676362964, 1.1458126911366486, 1.2424234812190311, 1.3019621757122488, 1.380371635549515, 1.4916751986024197, 1.553279490732801, 1.6307170228501504, 1.7291002282676187, 1.7858123002826307, 1.8370874164177766, 1.8953910671718748, 2.0189877531041964]","[-0.0655777729481681, -0.22310104334895134, 0.4301479509536199, -0.1315079131748908, 0.20704690760466862, 0.18589339057536067, 0.19903555385889474, -0.06557777294816806, -0.06593014022672257, 0.23978005754165668, 0.25911425281638967, -0.029713568205699797, 0.2832667750504079, 0.3003566152416996, 0.3102078926374806, 0.31911473336117163, 0.029713568205699953, 0.3507120743049047]"
start_5,1.150315130671892e-28,1.3114509478384662e-15,200,76,9,"[1.0095584142407277, 1.0701515208676309, 1.1458137116302436, 1.24241294168601, 1.3019938353225322, 1.3803189824609827, 1.4917041156783362, 1.5532482912166605, 1.6306970453070917, 1.7290659087998645, 1.7858073335922287, 1.83704971159097, 1.8954246442844753, 2.018992389884944]","[-0.06557947962762246, -0.223099199154672, 0.4301533367102555, -0.13150648648860316, 0.20705413755558347, 0.1858932971841838, 0.19903638378339492, -0.06557947962762245, -0.06592700686098057, 0.23977169757003786, 0.25912012558917114, -0.029719291731074016, 0.2832642336618583, 0.30035163859317765, 0.31020804708851785, 0.31910923016025833, 0.029719291731074172, 0.35071402976766974]"
start_5,1.1115008892243804e-28,1.700029006457271e-15,200,76,9,"[1.0095404819471279, 1.0701550555223702, 1.145818862876863, 1.2423829141974032, 1.3019606083088358, 1.3803506345089145, 1.4917117339085686, 1.5533547676798052, 1.6307154135146553, 1.7290177684862469, 1.7858085888562756, 1.8370653562895891, 1.8953759232640905, 2.0189526788150727]","[-0.06558282546350518, -0.2230987297998624, 0.4301514033945743, -0.13151478109389758, 0.20705267359471194, 0.18589426660211508, 0.1990376591450036, -0.06558282546350512, -0.06593195563039231, 0.23977765421156297, 0.2591219443628617, -0.029705869047506175, 0.28326796595293463, 0.300343850506678, 0.3102088582435856, 0.3191125578908857, 0.029705869047506328, 0.35070780219741543]"
start_5,1.0689101900320027e-28,1.5543122344752192e-15,200,76,9,"[1.009540540744465, 1.0701602815475888, 1.1458235606865141, 1.2423727961834476, 1.301949387227891, 1.3803478690132347, 1.491681358665475, 1.5532668995262804, 1.630707547062391, 1.7290863779404466, 1.7857853813102933, 1.8370837360784158, 1.8953984311799768, 2.0190410952543845]","[-0.065580482618777, -0.22309406967061546, 0.43014483874419607, -0.13151022004875593, 0.2070507690735807, 0.18589451511070992, 0.1990377692846328, -0.06558048261877697, -0.06592973742997882, 0.23977632343375876, 0.2591157489678077, -0.029715350250559637, 0.2832655948603883, 0.300354703266456, 0.31020372674493524, 0.3191146188328073, 0.02971535025055979, 0.35072191695260563]"
start_5,1.2133489959117665e-28,1.3530843112619095e-15,200,76,9,"[1.0095429365369328, 1.0701608795891455, 1.145809190914016, 1.2424020749736657, 1.3019225786520296, 1.3803323247778239, 1.491681000269023, 1.5532791900390897, 1.6307250373319275, 1.729099897504537, 1.7858057600469843, 1.8370799351711966, 1.8954608981134384, 2.0189905122355016]","[-0.06557925611897278, -0.22309732247176153, 0.43014808672396865, -0.13151627992662562, 0.20705076425220714, 0.18589415484858646, 0.19903477619596596, -0.06557925611897276, -0.06593702380765269, 0.23977302461595304, 0.2591150397453911, -0.029719634047708568, 0.28326792577358106, 0.30035630177285694, 0.310206492144547, 0.31911316181643146, 0.02971963404770872, 0.3507122546503708]"
start_5,1.2709895690554145e-28,1.6653345369377348e-15,200,76,9,"[1.0095679175012755, 1.0701431882992718, 1.1458024145572594, 1.2423875803221418, 1.3019783556367228, 1.3803219772755067, 1.4916660689104948, 1.5532994787317183, 1.6307192148977894, 1.7291222150664285, 1.7858050571187325, 1.837065556058394, 1.8953993562436717, 2.0189945561954463]","[-0.06558124154690849, -0.2230957376024411, 0.43015111907551373, -0.13151007032385073, 0.20705538147307267, 0.18589141250587296, 0.19903395323497916, -0.06558124154690846, -0.06592882877694212, 0.23977165380684226, 0.25911290710314694, -0.02971257965480724, 0.28326741839059794, 0.30036071291059113, 0.3102069219872436, 0.3191112318570221, 0.02971257965480739, 0.3507135811323605]"
start_5,1.0779616691252924e-28,1.3739009929736312e-15,200,76,9,"[1.0095404819471279, 1.0701550555223702, 1.145818862876863, 1.2423829141974032, 1.3019606083088358, 1.3803506345089145, 1.4917117339085686, 1.5532045272951898, 1.6307154135146553, 1.729183032909324, 1.7858085888562756, 1.8370653562895891, 1.8953759232640905, 2.0189526788150727]","[-0.06557733665338912, -0.22309293636043398, 0.4301428370636239, -0.13150265361822952, 0.20704990070318996, 0.18589397271501354, 0.1990373444790281, -0.06557733665338908, -0.0659253169648403, 0.23977727513822686, 0.2591215347074239, -0.02971887102614876, 0.28326751812416084, 0.30037208335385085, 0.31020836782296163, 0.31911205339407467, 0.029718871026148914, 0.3507072477505174]"
start_5,1.2123202425174382e-28,1.7763568394002505e-15,200,76,9,"[1.009541003292639, 1.070165087721512, 1.1458188721463962, 1.2424208934825538, 1.3020067131470068, 1.380354583436052, 1.4917113583141441, 1.5532619297408519, 1.6307139527198253, 1.7290809111764753, 1.7856967475460102, 1.8370647474536208, 1.895447186832388, 2.018909869112401]","[-0.0655814938702022, -0.2231041762408495, 0.43015750502444844, -0.13150898320610727, 0.20705332878359897, 0.18589638077707804, 0.19903805852197476, -0.06558149387020218, -0.0659274893359049, 0.23977881935594295, 0.25912239696126294, -0.029720181296525264, 0.2832682782978111, 0.3003554191277117, 0.3101900504350849, 0.3191130898615655, 0.029720181296525417, 0.3507010666757854]"
start_5,1.186859718957565e-28,1.4675760606763788e-15,200,76,9,"[1.0095520943373835, 1.070157967525195, 1.1458147254044366, 1.2424182647311688, 1.3019505508498854, 1.3803575379246642, 1.4916856581259925, 1.5532784887872486, 1.6307041560120379, 1.7290991261275108, 1.7857726862543588, 1.8370701681985557, 1.895389930546662, 2.0189864275352036]","[-0.06557687764505872, -0.2230978736263397, 0.43015005126711353, -0.13150869307396368, 0.20705217764077388, 0.18589446506932805, 0.1990366113333656, -0.06557687764505869, -0.06593181542890483, 0.2397784569228831, 0.25911698635499947, -0.029713661622794613, 0.28326554206685467, 0.3003574863313333, 0.31020210877311943, 0.3191128661143673, 0.02971366162279477, 0.35071308472041446]"
start_5,1.1824565947711503e-28,1.5543122344752192e-15,200,76,9,"[1.00949417232846, 1.0701513877389812, 1.1458128405847516, 1.2424434006669536, 1.3019611573240768, 1.3803490181039517, 1.491685278121674, 1.5532467852080383, 1.6307860838540793, 1.7290642521903805, 1.7858079327770349, 1.837064444237559, 1.8953923727858508, 2.018996581485918]","[-0.06557570092276065, -0.22310389058358127, 0.4301471088049556, -0.13150518787581494, 0.2070432182213743, 0.1858929482374234, 0.19903588361887767, -0.06557570092276063, -0.06592948695305417, 0.23977649472016785, 0.2591163992024212, -0.029716567548281368, 0.2832792038075065, 0.30035082439196237, 0.3102076074592462, 0.3191112300129611, 0.02971656754828152, 0.3507141431705918]"
start_5,1.1146126779414432e-28,1.3322676295501878e-15,200,76,9,"[1.009530570321021, 1.0701631075108642, 1.1458229868287013, 1.242443274637247, 1.3019564254497982, 1.3803731320429453, 1.4916840400061635, 1.553288294441018, 1.6306142537159594, 1.729109912346658, 1.7858173729593958, 1.837062295210174, 1.8953857292699108, 2.0189668349933187]","[-0.0655760215283413, -0.22310269577961206, 0.4301520624335985, -0.13150822953718788, 0.20704936665398646, 0.18589560377598913, 0.19903830963895033, -0.06557602152834129, -0.06593220800884644, 0.23978148285650133, 0.25911704796564144, -0.02971248436401941, 0.2832502999709181, 0.3003597572134269, 0.3102102814514819, 0.31911192055247783, 0.029712484364019562, 0.35071014517380067]"
start_5,1.1979603668817567e-28,1.4988010832439613e-15,200,76,9,"[1.0095468119013171, 1.0701603809106754, 1.145836413621618, 1.2423816419414804, 1.3019527688391512, 1.3803574558806413, 1.4916740854423713, 1.5532802599345414, 1.6307550186440176, 1.729101074389534, 1.7857715810636647, 1.8370648187190968, 1.8953852220476781, 2.01897874877762]","[-0.06557989406895422, -0.22309486878743662, 0.43014675200038033, -0.13150978372502348, 0.20705188321294374, 0.18589480045305015, 0.19904028897123643, -0.06557989406895418, -0.06592988965606913, 0.2397783345300557, 0.25911485923103056, -0.02971308544047468, 0.2832742495294666, 0.3003576892963171, 0.31020177689073547, 0.3191117929487335, 0.029713085440474834, 0.35071159269004154]"
start_5,1.1658560910156546e-28,1.5230872119076366e-15,200,76,9,"[1.0095626755430809, 1.070157720083578, 1.145819192123081, 1.242412770985954, 1.301938784537877, 1.3803506355370172, 1.4916662463979815, 1.553259910850864, 1.630739587725266, 1.7290786903974884, 1.785806801453954, 1.8370763652278908, 1.8953961878354837, 2.0189577048392104]","[-0.06557605875687916, -0.2230956376308334, 0.4301490331674519, -0.13150862435652855, 0.20705339553661853, 0.18589456416084338, 0.19903753935468005, -0.06557605875687912, -0.06593256559964926, 0.23977744118152686, 0.25911381242564674, -0.029715841366215686, 0.28327191331792334, 0.30035416604399207, 0.31020827192259665, 0.3191141864748256, 0.02971584136621584, 0.3507083634092274]"
start_5,1.1501691975445032e-28,1.2281842209915794e-15,200,76,9,"[1.0095722341291342, 1.0701480086687525, 1.1458243235147738, 1.2423898844680443, 1.301974641025119, 1.3803243804455014, 1.4916993451524105, 1.553265497790422, 1.6307080115471035, 1.7290848360310025, 1.7857817470659048, 1.837068864266372, 1.8954317438778838, 2.0189795857919877]","[-0.06558081226662515, -0.223095716881433, 0.43015188715058683, -0.13151024271046832, 0.20705617026915382, 0.185892555363926, 0.19903808610667986, -0.06558081226662514, -0.06592943044384299, 0.2397724653352752, 0.2591191132991298, -0.029718392843437212, 0.28326593785472226, 0.30035471356029014, 0.3102033827052528, 0.3191123309969045, 0.02971839284343737, 0.350711557083919]"
start_5,1.318145512589004e-28,1.3600232051658168e-15,200,76,9,"[1.0095358244201003, 1.0701598494423825, 1.1458128586375391, 1.2423925159214253, 1.301972145559227, 1.3803879968306072, 1.4916844014273252, 1.5532725842195791, 1.630729180935452, 1.7290926311030748, 1.7857765615984875, 1.8370736958829967, 1.8953942723095087, 2.0189715868956615]","[-0.06558030649315814, -0.22309767852350398, 0.430148261359165, -0.13150834115628748, 0.20705058283566108, 0.18589461349231967, 0.19903609596448724, -0.0655803064931581, -0.0659280346631292, 0.23978351764362174, 0.2591165192754547, -0.029714523025675052, 0.28326961711243326, 0.30035606972061973, 0.3102024841195161, 0.3191131725143865, 0.029714523025675208, 0.35071017006805705]"
start_5,1.2767460932553743e-28,1.5681900222830336e-15,200,76,9,"[1.009557832991404, 1.070153061836698, 1.1458234683265238, 1.2424106205671692, 1.301953452052579, 1.3803051611997383, 1.491695787145922, 1.5532700949694216, 1.6307035719771785, 1.7290898929279024, 1.7857987984348922, 1.8370597863103328, 1.8954159976417588, 2.0189797204162687]","[-0.06557815730613137, -0.22309762762458143, 0.430151174395714, -0.131510222558297, 0.20705354677113263, 0.1858937188003388, 0.19903824341757864, -0.06557815730613134, -0.0659320652521655, 0.23976949526672042, 0.2591188934370107, -0.029716671609058564, 0.2832656019649753, 0.3003560535394667, 0.31020682134991284, 0.31911124446971406, 0.029716671609058717, 0.35071211941074704]"
start_5,1.1662580525725747e-28,1.5543122344752192e-15,200,76,9,"[1.0095523308485779, 1.070154758738119, 1.1458208159042775, 1.2424060944057334, 1.3019581254292412, 1.3803258701074554, 1.491692940716273, 1.5532707172819609, 1.6307099742167468, 1.7290905774716954, 1.785793239225791, 1.8370632637034987, 1.8954105663086964, 2.018977687036117]","[-0.06557869460538365, -0.22309764035571958, 0.4301504461480673, -0.1315097522110234, 0.2070528057923477, 0.18589394247891747, 0.1990377065593933, -0.06557869460538361, -0.06593105760563962, 0.2397730008718384, 0.2591182999033659, -0.029716134463447962, 0.28326660576110846, 0.3003560575933663, 0.31020573704995863, 0.31911172649057934, 0.02971613446344812, 0.35071163208456513]"
start_5,1.0454756659273412e-28,1.582067810090848e-15,200,76,9,"[1.0095235132455573, 1.0701713758996443, 1.145836541170663, 1.2424182010355374, 1.3019443519454428, 1.380371736873688, 1.4917179584921494, 1.553239091678746, 1.6307122179175497, 1.7290557893081582, 1.7857686146442269, 1.8370675986556648, 1.895412515145456, 2.0189543412365794]","[-0.06557685838677627, -0.22309984035773087, 0.43014822049546386, -0.13150844792750271, 0.207048380137733, 0.1858972812108294, 0.19904092233506135, -0.06557685838677627, -0.0659315895407263, 0.23978155155698394, 0.2591232760116955, -0.02971912282347757, 0.2832676845737103, 0.30035074524771554, 0.31020221415931576, 0.3191132557657009, 0.029719122823477728, 0.350708429861683]"
start_5,1.1637618424172088e-28,1.582067810090848e-15,200,76,9,"[1.009501311117698, 1.0701854696998305, 1.1458536044773648, 1.2424335113922353, 1.3019273500998025, 1.3803966166727788, 1.4917439032829765, 1.5532088981522598, 1.63070871942743, 1.7290225764290232, 1.7857503934069743, 1.8370686199542998, 1.895419094596348, 2.018934233757146]","[-0.06557466677354971, -0.22310189169714975, 0.43014677108933685, -0.13150763669094503, 0.20704487939218713, 0.18590021554106698, 0.19904440686397815, -0.06557466677354967, -0.0659329699173952, 0.2397865004124993, 0.25912846044355314, -0.029722394426243807, 0.2832678175973412, 0.30034576130404855, 0.3101998601513569, 0.3191142676502823, 0.02972239442624396, 0.3507058541207474]"
start_5,1.123463504527764e-28,1.3322676295501878e-15,200,76,9,"[1.0095457194539896, 1.0701551840826986, 1.1458336719934277, 1.2424060101071381, 1.302003239400623, 1.3803670196707798, 1.4917083068797823, 1.5532536520341824, 1.6307045641385007, 1.7290718056991383, 1.7857626052298667, 1.8370514571835002, 1.8953440614231203, 2.0189532179109637]","[-0.06557850128772011, -0.22309861517454443, 0.4301512719681225, -0.13150111938885037, 0.20705265679357804, 0.1858949854732879, 0.19904097740049068, -0.0655785012877201, -0.06592261810113009, 0.23978139889071987, 0.259122319979689, -0.02971199533945035, 0.2832671427196722, 0.3003543626041754, 0.31020203284114867, 0.31911133920220214, 0.029711995339450504, 0.3507092099324945]"
start_5,1.154221926143045e-28,1.4155343563970746e-15,200,76,9,"[1.0095483264356186, 1.0701495611447869, 1.1458261050249088, 1.2423850654017623, 1.301918608656163, 1.380346537617513, 1.4916775129154667, 1.5532697298028961, 1.6307143075246993, 1.7290894912447237, 1.785881025971392, 1.8370647462910592, 1.8953430405028473, 2.0190400537195736]","[-0.06557583602273435, -0.22309096692107666, 0.4301409631092927, -0.13150729274308004, 0.2070499961882161, 0.1858925601551977, 0.19903811195127016, -0.06557583602273431, -0.06593145672034555, 0.23977597253283925, 0.25911495165700266, -0.02971027872905646, 0.28326662787507645, 0.3003550942179403, 0.3102201861348027, 0.3191111609610805, 0.029710278729056617, 0.3507215610501377]"
